Ticker
DRQ
DSW
DTE
DVA
DVAX
DVN
DYNT
EBAY
EBIX
ECYT
ED
EEI
EFX
EGAN
EGHT
EIX
EL
ELLI
ELY
EME
EMN
EMR
ENDP
ENZ
EOG
EPD
EQIX
EQR
EQT
ES
ESL
ESP
ESRX
ESS
ETM
ETR
EV
EW
EXA
EXAS
EXPD
EXPE
EXPR
EXR
EXTR
F
FARO
FAST
FB
FBHS
FC
FCEL
FDS
FDX
FELE
FET
FFIV
FICO
FIS
FISV
FKWL
FL
FLIR
FLO
FLR
FLWS
FLXS
FOE
FONR
FORD
FORR
FOX
FRAN
FRD
FRED
FRGI
FRT
FSLR
FTEK
FTI
FTNT
FTR
FUL
G
GB
GBX
GCO
GD
GE
GENC
GEO
GEOS
GIII
GILD
GIS
GLW
GM
GME
GMED
GPC
GPRE
GPS
GRPN
GT
GUID
GWR
GWRE
GWW
H
HAL
HALO
HAS
HAYN
HBI
HCA
HCOM
HCP
HDSN
HEI
HES
HI
HLF
HLS
HNI
HNNA
HOG
HOLX
HON
HP
HPJ
HPQ
HRC
HRL
HSIC
HSII
HST
HSTM
HSY
HUN
HURN
HXL
IAIC
IBM
ICUI
IDA
IDCC
IFF
IGT
IHRT
IHT
IIN
ILMN
IMGN
IMO
IMPV
INCY
INFN
INT
INTC
INTU
IP
IPG
IPGP
IPI
IRBT
ISRG
ISSC
IT
ITRI
ITW
IVAC
IVDN
IVZ
JACK
JAZZ
JCI
JCOM
JCP
JKHY
JMBA
JNJ
JNPR
JOE
JOY
JSDA
JVA
JWN
KAR
KEM
KIRK
KLAC
KLIC
KMB
KMG
KMX
KO
KOOL
KRO
KSU
KTEC
KWR
LAMR
LANC
LB
LCI
LCUT
LDOS
LEA
LEDS
LEG
LFGR
LG
LGL
LHCG
LII
LKQ
LLL
LMT
LNG
LNN
LNT
LOGI
LOPE
LOW
LPTH
LRCX
LTRX
LUK
LULU
LUV
LXRX
LYV
M
MA
MAC
MAMS
MAN
MANH
MAS
MAT
MCD
MCO
MDLZ
MDP
MDRX
MDSO
MDXG
MEIP
MHH
MHK
MIC
MITK
MKC
MKSI
MKTX
MLAB
MLM
MMM
MMS
MO
MOV
MPC
MPWR
MRC
MRCY
MRK
MRO
MRVL
MSCC
MSCI
MSFT
MSI
MTN
MTSI
MTZ
MU
MUR
MXIM
MYL
NAII
NANO
NATI
NATR
NBIX
NCMI
NDSN
NE
NEE
NEM
NEPH
NFG
NFLX
NHTC
NI
NJR
NKE
NKTR
NOC
NOV
NP
NPTN
NSSC
NTGR
NTRI
NUAN
NUE
NUTR
NUVA
NVDA
NVEC
NWL
NWY
NXST
NYT
O
OCC
OHI
OI
OKE
OMC
OMCL
OMI
ON
ORCL
ORLY
OSIS
OSTK
OXM
OXY
PACB
PANW
PATK
PAYX
PBH
PBI
PBSV
PBYI
PCG
PCLN
PDFS
PEGA
PEP
PH
PII
PKG
PLAB
PLCE
PLD
PLPC
PM
PMD
PNR
PNW
POOL
POST
PPG
PPL
PRGO
PRGS
PRLB
PRXL
PSA
PSDV
PSTI
PSX
PTEN
PTN
PURE
PWR
PX
PXD
PZZA
QCOM
QEP
QNST
QSII
RAIL
RATE
RAVN
RAX
RCII
RCL
RDC
RDNT
RECN
REGN
REN
RFP
RGS
RHI
RHT
RICK
RIG
RLGY
RMCF
RMD
ROCK
ROK
ROL
ROP
ROST
RP
RPM
RS
RSG
RSYS
RT
RTN
RWC
RYN
SANM
SANW
SBAC
SBGI
SBUX
SCSC
SCX
SE
SEE
SEV
SGEN
SHLM
SHLO
SHO
SHOR
SHPGF
SHW
SIGM
SINO
SIRI
SJI
SKX
SLB
SLCA
SLM
SMCI
SMED
SMG
SMP
SMRT
SMSI
SMTC
SNA
SNAK
SNHY
SNI
SNPS
SNX
SOFO
SOHO
SOHU
SONC
SORL
SPAN
SPG
SPLS
SPNC
SPPI
SPRT
SRE
SRT
SSI
SSNT
STMP
STRT
STZ
SVT
SWKS
SWN
SWX
SXT
SYK
SYNA
SYNT
T
TA
TAP
TBTC
TEL
TEN
TESO
TESS
TFX
TGI
TGLO
TGNA
TGT
THO
THS
TIF
TIS
TJX
TMO
TOL
TOWR
TRGP
TRIP
TRMB
TRN
TRNS
TROW
TRT
TSCO
TSN
TSRO
TTC
TTMI
TTWO
TUES
TUP
TWIN
TXMD
TYPE
TZOO
UAL
UG
UHAL
UHS
ULTA
UNFI
UNH
UNP
UPS
URBN
URI
USAP
USG
USNA
UTHR
UTMD
V
VAR
VDSI
VERU
VFC
VIAB
VIRC
VLGEA
VLO
VMC
VMI
VMW
VNO
VRSK
VRSN
VSTM
VZ
WBC
WCG
WDC
WEC
WEN
WFT
WHR
WIFI
WIN
WINA
WLB
WLK
WM
WMAR
WMB
WMT
WNC
WOOF
WOR
WPX
WR
WRI
WSCI
WSM
WSTL
WTR
WU
WWE
WYNN
XCO
XEL
XOM
XPO
XRAY
XRX
XSPY
XYL
Y
YELP
ZBH
