Date,vmiopen,vmiclose,vmilow,vmihigh,vmivolume
2008-01-02,89.87999725341797,88.58000183105469,87.33000183105469,90.83000183105469,564300.0
2008-01-03,88.5999984741211,90.27999877929688,88.5999984741211,92.41999816894531,344600.0
2008-01-04,89.25,90.43000030517578,88.20999908447266,91.66000366210938,379200.0
2008-01-07,89.62999725341797,90.5,89.26000213623047,91.69999694824219,478300.0
2008-01-08,90.76000213623047,92.62999725341797,90.76000213623047,93.97000122070312,377100.0
2008-01-09,92.77999877929688,95.0999984741211,91.05000305175781,95.0999984741211,450600.0
2008-01-10,94.19999694824219,96.9800033569336,93.01000213623047,99.12999725341797,365800.0
2008-01-11,96.04000091552734,95.0,93.91999816894531,96.72000122070312,229800.0
2008-01-14,96.19000244140625,95.4800033569336,94.75,96.48999786376953,184000.0
2008-01-15,93.95999908447266,94.79000091552734,93.08999633789062,96.0199966430664,159300.0
2008-01-16,95.11000061035156,90.62999725341797,90.05999755859375,95.70999908447266,318800.0
2008-01-17,91.12999725341797,85.5,84.87999725341797,91.4800033569336,345700.0
2008-01-18,87.8499984741211,85.0,82.0999984741211,88.25,323700.0
2008-01-22,81.44999694824219,82.41000366210938,78.8499984741211,83.97000122070312,446100.0
2008-01-23,80.6500015258789,83.88999938964844,76.01000213623047,84.11000061035156,576500.0
2008-01-24,84.51000213623047,83.55000305175781,81.72000122070312,85.62999725341797,294000.0
2008-01-25,84.70999908447266,84.52999877929688,83.2699966430664,85.86000061035156,161200.0
2008-01-28,83.5199966430664,84.70999908447266,82.66999816894531,84.70999908447266,206700.0
2008-01-29,85.08999633789062,84.22000122070312,83.0199966430664,86.16000366210938,185500.0
2008-01-30,83.45999908447266,84.52999877929688,82.3499984741211,86.25,271000.0
2008-01-31,83.30999755859375,83.69999694824219,81.54000091552734,84.66000366210938,359300.0
2008-02-01,84.19999694824219,89.12000274658203,84.0,89.36000061035156,346400.0
2008-02-04,88.72000122070312,86.54000091552734,86.26000213623047,88.79000091552734,205100.0
2008-02-05,84.86000061035156,82.9800033569336,82.5,86.11000061035156,183600.0
2008-02-06,84.48999786376953,81.58999633789062,81.33999633789062,84.94999694824219,195000.0
2008-02-07,81.0,82.5,80.6500015258789,83.2300033569336,217100.0
2008-02-08,82.1500015258789,83.16999816894531,81.94999694824219,84.7699966430664,159200.0
2008-02-11,83.16999816894531,82.56999969482422,82.01000213623047,83.87999725341797,319500.0
2008-02-12,83.16000366210938,83.41999816894531,82.51000213623047,84.30000305175781,471400.0
2008-02-13,84.4000015258789,84.69000244140625,83.44999694824219,85.36000061035156,245700.0
2008-02-14,85.93000030517578,85.56999969482422,84.36000061035156,86.44000244140625,289900.0
2008-02-15,84.62000274658203,81.30999755859375,79.01000213623047,85.12000274658203,845500.0
2008-02-19,82.55999755859375,80.27999877929688,79.56999969482422,82.9000015258789,323200.0
2008-02-20,79.55999755859375,77.94999694824219,76.4000015258789,79.58000183105469,685700.0
2008-02-21,79.47000122070312,79.30000305175781,78.80000305175781,80.63999938964844,526300.0
2008-02-22,79.44999694824219,79.58000183105469,77.38999938964844,79.66999816894531,284700.0
2008-02-25,79.76000213623047,80.62999725341797,78.27999877929688,80.83999633789062,384700.0
2008-02-26,80.62999725341797,83.72000122070312,80.62999725341797,84.80000305175781,527500.0
2008-02-27,83.9000015258789,82.08999633789062,81.19999694824219,83.9000015258789,499200.0
2008-02-28,81.58999633789062,80.66000366210938,80.33999633789062,82.11000061035156,425000.0
2008-02-29,80.25,79.9000015258789,79.47000122070312,81.37999725341797,351200.0
2008-03-03,80.11000061035156,80.30000305175781,79.11000061035156,81.61000061035156,284100.0
2008-03-04,79.5,80.37999725341797,78.5,80.70999908447266,305400.0
2008-03-05,81.43000030517578,79.08999633789062,78.06999969482422,81.43000030517578,528600.0
2008-03-06,78.91000366210938,77.2699966430664,77.0,79.16000366210938,312700.0
2008-03-07,76.30000305175781,74.91999816894531,73.8499984741211,77.66000366210938,308900.0
2008-03-10,75.0,72.05999755859375,71.83999633789062,75.1500015258789,234600.0
2008-03-11,74.5199966430664,74.29000091552734,71.94999694824219,74.5199966430664,339500.0
2008-03-12,74.41999816894531,74.66999816894531,74.41999816894531,76.0,202300.0
2008-03-13,73.19999694824219,76.5199966430664,73.1500015258789,76.55000305175781,306400.0
2008-03-14,77.0,74.41999816894531,73.2699966430664,77.33000183105469,243700.0
2008-03-17,72.47000122070312,72.26000213623047,71.25,73.4800033569336,451700.0
2008-03-18,74.4000015258789,78.68000030517578,73.83000183105469,78.73999786376953,416600.0
2008-03-19,80.0,79.37999725341797,79.37999725341797,83.5,669800.0
2008-03-20,81.73999786376953,83.30000305175781,79.54000091552734,84.22000122070312,676800.0
2008-03-24,83.75,85.56999969482422,83.3499984741211,86.37000274658203,270300.0
2008-03-25,85.33000183105469,86.69999694824219,85.16999816894531,86.97000122070312,217600.0
2008-03-26,86.63999938964844,87.11000061035156,85.9000015258789,87.38999938964844,255500.0
2008-03-27,87.94999694824219,87.48999786376953,87.16999816894531,89.83000183105469,537600.0
2008-03-28,86.94000244140625,88.0,86.94000244140625,89.43000030517578,470800.0
2008-03-31,88.0,87.88999938964844,87.0,89.0,371900.0
2008-04-01,88.69000244140625,91.27999877929688,88.44000244140625,91.77999877929688,498400.0
2008-04-02,91.05999755859375,92.95999908447266,91.05999755859375,94.7300033569336,581600.0
2008-04-03,92.19999694824219,94.2300033569336,92.19999694824219,94.58999633789062,331300.0
2008-04-04,94.0,94.08000183105469,93.29000091552734,94.38999938964844,481900.0
2008-04-07,95.18000030517578,94.94999694824219,94.26000213623047,95.98999786376953,364000.0
2008-04-08,94.5,95.68000030517578,94.0999984741211,96.5199966430664,264900.0
2008-04-09,96.04000091552734,93.7699966430664,93.30000305175781,97.2300033569336,229600.0
2008-04-10,93.94000244140625,97.52999877929688,92.81999969482422,97.70999908447266,344500.0
2008-04-11,96.66999816894531,94.38999938964844,93.75,96.80999755859375,285200.0
2008-04-14,94.5,96.77999877929688,94.30000305175781,97.94999694824219,238500.0
2008-04-15,97.5,97.45999908447266,95.77999877929688,97.9000015258789,188900.0
2008-04-16,98.7699966430664,105.87000274658203,98.5,105.87000274658203,733200.0
2008-04-17,104.22000122070312,105.44000244140625,102.11000061035156,111.19999694824219,873600.0
2008-04-18,105.7699966430664,105.0999984741211,103.20999908447266,106.97000122070312,607400.0
2008-04-21,104.45999908447266,104.2300033569336,102.9000015258789,106.54000091552734,382900.0
2008-04-22,103.94000244140625,101.41000366210938,99.73999786376953,104.19000244140625,605800.0
2008-04-23,102.5199966430664,99.5,99.36000061035156,102.56999969482422,476600.0
2008-04-24,99.79000091552734,99.80000305175781,99.05000305175781,101.97000122070312,454300.0
2008-04-25,100.83999633789062,99.0,97.4000015258789,100.83999633789062,408200.0
2008-04-28,99.55000305175781,100.80000305175781,99.19000244140625,101.54000091552734,335000.0
2008-04-29,101.13999938964844,100.0,99.5199966430664,101.63999938964844,207600.0
2008-04-30,100.1500015258789,98.45999908447266,97.0999984741211,100.95999908447266,241400.0
2008-05-01,98.79000091552734,99.81999969482422,98.31999969482422,101.26000213623047,437400.0
2008-05-02,100.08999633789062,102.56999969482422,100.06999969482422,103.16999816894531,450900.0
2008-05-05,103.30999755859375,106.05000305175781,102.56999969482422,106.9800033569336,469400.0
2008-05-06,106.18000030517578,106.41999816894531,104.94000244140625,107.18000030517578,226100.0
2008-05-07,107.05000305175781,103.44999694824219,103.30999755859375,107.6500015258789,233000.0
2008-05-08,104.33000183105469,105.18000030517578,102.0999984741211,106.02999877929688,161100.0
2008-05-09,104.56999969482422,107.94999694824219,104.2300033569336,107.9800033569336,214300.0
2008-05-12,108.33000183105469,110.51000213623047,105.87000274658203,110.62999725341797,249100.0
2008-05-13,110.4800033569336,111.7300033569336,108.77999877929688,112.31999969482422,254800.0
2008-05-14,112.5199966430664,109.37000274658203,109.23999786376953,112.5199966430664,245200.0
2008-05-15,109.08999633789062,111.75,108.72000122070312,112.0,122400.0
2008-05-16,111.13999938964844,112.29000091552734,110.63999938964844,113.43000030517578,164400.0
2008-05-19,113.29000091552734,116.88999938964844,113.29000091552734,118.77999877929688,679500.0
2008-05-20,116.05000305175781,116.05000305175781,114.4000015258789,117.38999938964844,521800.0
2008-05-21,116.0999984741211,114.4000015258789,113.69999694824219,117.83000183105469,307000.0
2008-05-22,113.77999877929688,114.12999725341797,112.16999816894531,114.45999908447266,355500.0
2008-05-23,113.69999694824219,111.9000015258789,110.25,113.69999694824219,223700.0
2008-05-27,112.16999816894531,116.11000061035156,112.02999877929688,116.44000244140625,241100.0
2008-05-28,116.80000305175781,114.13999938964844,113.16000366210938,117.47000122070312,346500.0
2008-05-29,114.41000366210938,114.2300033569336,112.04000091552734,115.04000091552734,275200.0
2008-05-30,115.0999984741211,114.83999633789062,112.88999938964844,115.5,184400.0
2008-06-02,114.83000183105469,115.2300033569336,112.27999877929688,115.66999816894531,259200.0
2008-06-03,115.51000213623047,112.69999694824219,110.94999694824219,115.69000244140625,220300.0
2008-06-04,112.94999694824219,111.2300033569336,110.52999877929688,112.94999694824219,185000.0
2008-06-05,111.2300033569336,114.61000061035156,110.6500015258789,114.79000091552734,215400.0
2008-06-06,113.6500015258789,112.1500015258789,112.0999984741211,114.7699966430664,186100.0
2008-06-09,113.33999633789062,112.62000274658203,111.01000213623047,114.05000305175781,264600.0
2008-06-10,111.75,112.4800033569336,110.08000183105469,112.5199966430664,273300.0
2008-06-11,112.80000305175781,111.38999938964844,111.01000213623047,113.80999755859375,345100.0
2008-06-12,112.5,112.0999984741211,111.25,113.6500015258789,313800.0
2008-06-13,113.0999984741211,116.81999969482422,112.7699966430664,117.0999984741211,369900.0
2008-06-16,116.94999694824219,119.16000366210938,116.6500015258789,120.93000030517578,361500.0
2008-06-17,120.44000244140625,119.44999694824219,118.93000030517578,120.9000015258789,225000.0
2008-06-18,114.41999816894531,107.69999694824219,102.68000030517578,114.54000091552734,2167900.0
2008-06-19,107.8499984741211,107.86000061035156,105.33999633789062,109.30000305175781,433400.0
2008-06-20,107.61000061035156,107.13999938964844,103.19999694824219,110.9800033569336,551200.0
2008-06-23,107.88999938964844,108.44000244140625,106.0,108.87000274658203,327900.0
2008-06-24,107.86000061035156,106.47000122070312,105.36000061035156,110.16000366210938,348700.0
2008-06-25,107.58999633789062,106.48999786376953,104.26000213623047,109.0,434400.0
2008-06-26,105.5,101.54000091552734,99.38999938964844,105.5,655400.0
2008-06-27,101.54000091552734,102.72000122070312,100.38999938964844,104.61000061035156,2019800.0
2008-06-30,101.05999755859375,104.29000091552734,101.05999755859375,105.4000015258789,360500.0
2008-07-01,103.48999786376953,103.83999633789062,101.37000274658203,104.12000274658203,296500.0
2008-07-02,104.13999938964844,93.95999908447266,93.30000305175781,104.9800033569336,969800.0
2008-07-03,94.12000274658203,93.05000305175781,88.16000366210938,94.12000274658203,771800.0
2008-07-07,93.7699966430664,91.91000366210938,90.44000244140625,95.13999938964844,409300.0
2008-07-08,91.83999633789062,92.55999755859375,87.4800033569336,92.93000030517578,471100.0
2008-07-09,91.86000061035156,93.5199966430664,91.86000061035156,95.94999694824219,429500.0
2008-07-10,93.87999725341797,93.70999908447266,90.12999725341797,94.30000305175781,325600.0
2008-07-11,92.5,93.4800033569336,90.2699966430664,94.75,280800.0
2008-07-14,95.0,92.16000366210938,90.68000030517578,95.27999877929688,247800.0
2008-07-15,91.0,90.58999633789062,88.75,92.11000061035156,325700.0
2008-07-16,90.75,92.0999984741211,87.5,92.56999969482422,357000.0
2008-07-17,92.97000122070312,93.58999633789062,91.55000305175781,94.76000213623047,617100.0
2008-07-18,99.87999725341797,108.81999969482422,99.87999725341797,112.0,1370100.0
2008-07-21,110.01000213623047,111.04000091552734,108.6500015258789,113.79000091552734,671900.0
2008-07-22,110.58999633789062,108.94000244140625,107.4000015258789,110.58999633789062,359400.0
2008-07-23,110.43000030517578,107.48999786376953,106.1500015258789,110.43000030517578,416200.0
2008-07-24,107.4000015258789,107.05999755859375,105.41999816894531,109.73999786376953,516600.0
2008-07-25,107.05999755859375,108.16999816894531,106.08999633789062,109.30000305175781,426300.0
2008-07-28,108.56999969482422,105.2300033569336,104.0999984741211,109.5,326700.0
2008-07-29,105.75,107.5199966430664,105.55999755859375,107.83999633789062,293100.0
2008-07-30,108.0,108.5199966430664,107.62999725341797,111.04000091552734,380500.0
2008-07-31,109.77999877929688,106.91000366210938,106.22000122070312,109.77999877929688,240100.0
2008-08-01,105.9000015258789,106.55999755859375,105.2300033569336,107.63999938964844,365500.0
2008-08-04,105.68000030517578,100.41999816894531,99.80000305175781,107.06999969482422,376500.0
2008-08-05,102.08000183105469,100.94999694824219,97.66000366210938,103.0199966430664,416100.0
2008-08-06,100.0199966430664,103.61000061035156,100.0199966430664,104.30999755859375,310700.0
2008-08-07,103.0,102.51000213623047,100.02999877929688,103.91999816894531,263600.0
2008-08-08,102.4000015258789,104.6500015258789,101.01000213623047,104.6500015258789,273600.0
2008-08-11,104.22000122070312,107.4000015258789,102.77999877929688,107.73999786376953,219500.0
2008-08-12,108.86000061035156,104.0,103.26000213623047,108.86000061035156,258700.0
2008-08-13,103.87999725341797,104.87000274658203,100.5,105.5199966430664,224200.0
2008-08-14,104.5199966430664,105.4000015258789,103.48999786376953,106.02999877929688,112600.0
2008-08-15,105.4000015258789,102.98999786376953,102.13999938964844,105.4000015258789,198700.0
2008-08-18,102.12000274658203,100.23999786376953,99.83000183105469,103.3499984741211,411400.0
2008-08-19,99.83000183105469,99.04000091552734,97.91000366210938,100.45999908447266,208000.0
2008-08-20,99.69000244140625,99.7300033569336,98.5199966430664,100.9000015258789,190500.0
2008-08-21,99.81999969482422,102.11000061035156,98.66000366210938,102.6500015258789,207100.0
2008-08-22,103.3499984741211,102.3499984741211,100.9800033569336,104.1500015258789,99800.0
2008-08-25,101.5,99.94000244140625,99.04000091552734,104.12999725341797,135800.0
2008-08-26,100.33999633789062,99.80000305175781,98.86000061035156,100.95999908447266,98800.0
2008-08-27,99.5999984741211,101.4000015258789,99.22000122070312,102.47000122070312,74600.0
2008-08-28,101.91000366210938,105.94999694824219,101.91000366210938,106.30999755859375,247700.0
2008-08-29,104.9000015258789,106.73999786376953,104.55000305175781,107.31999969482422,227300.0
2008-09-02,104.8499984741211,106.4000015258789,104.8499984741211,109.51000213623047,223400.0
2008-09-03,106.01000213623047,100.69999694824219,100.25,108.7699966430664,448900.0
2008-09-04,101.95999908447266,95.87000274658203,93.94000244140625,101.95999908447266,298200.0
2008-09-05,95.68000030517578,95.05999755859375,90.63999938964844,95.68000030517578,272800.0
2008-09-08,99.20999908447266,93.20999908447266,91.5199966430664,99.20999908447266,324700.0
2008-09-09,92.7699966430664,85.94999694824219,84.88999938964844,92.80999755859375,515800.0
2008-09-10,85.70999908447266,89.0999984741211,85.68000030517578,91.01000213623047,334600.0
