Date,pepopen,pepclose,peplow,pephigh,pepvolume
2008-01-02,76.41000366210938,75.29000091552734,74.70999908447266,76.41000366210938,4899100.0
2008-01-03,75.38999938964844,75.77999877929688,75.29000091552734,76.83999633789062,4728400.0
2008-01-04,75.29000091552734,75.55000305175781,75.29000091552734,76.4000015258789,5493200.0
2008-01-07,75.86000061035156,77.31999969482422,75.69999694824219,77.44000244140625,7584800.0
2008-01-08,77.8499984741211,77.94000244140625,77.16999816894531,78.98999786376953,7153800.0
2008-01-09,78.0,78.73999786376953,77.9800033569336,79.31999969482422,9288800.0
2008-01-10,78.73999786376953,79.56999969482422,78.22000122070312,79.79000091552734,7874900.0
2008-01-11,79.01000213623047,77.77999877929688,76.69000244140625,79.16999816894531,8061200.0
2008-01-14,78.25,76.91999816894531,76.6500015258789,78.38999938964844,7762500.0
2008-01-15,76.0199966430664,74.83000183105469,74.70999908447266,76.55000305175781,9342100.0
2008-01-16,74.3499984741211,73.54000091552734,73.27999877929688,74.8499984741211,9636900.0
2008-01-17,73.69999694824219,72.0999984741211,71.83999633789062,73.69999694824219,10016800.0
2008-01-18,72.54000091552734,71.45999908447266,70.94999694824219,73.16000366210938,8986000.0
2008-01-22,68.0,69.44000244140625,67.37000274658203,70.0,14039600.0
2008-01-23,68.51000213623047,70.5,67.70999908447266,70.91999816894531,12136600.0
2008-01-24,70.29000091552734,69.7300033569336,69.55000305175781,70.66999816894531,8466700.0
2008-01-25,69.87000274658203,68.91999816894531,68.69999694824219,70.4800033569336,8446300.0
2008-01-28,68.94999694824219,70.2699966430664,68.61000061035156,70.30999755859375,6940700.0
2008-01-29,70.26000213623047,68.62999725341797,68.30000305175781,70.56999969482422,9401000.0
2008-01-30,68.12000274658203,67.38999938964844,67.19999694824219,68.76000213623047,8292500.0
2008-01-31,67.1500015258789,68.05000305175781,66.30000305175781,68.48999786376953,13195200.0
2008-02-01,68.33999633789062,68.83000183105469,67.9800033569336,69.08000183105469,7728300.0
2008-02-04,68.8499984741211,69.22000122070312,68.52999877929688,69.33999633789062,5598600.0
2008-02-05,68.13999938964844,67.94999694824219,67.41000366210938,68.63999938964844,8681400.0
2008-02-06,68.37999725341797,66.7300033569336,66.31999969482422,68.37999725341797,14149600.0
2008-02-07,68.69999694824219,70.41000366210938,67.80000305175781,70.52999877929688,15291100.0
2008-02-08,70.37999725341797,69.80999755859375,69.5,70.55999755859375,6044800.0
2008-02-11,69.93000030517578,70.95999908447266,69.30000305175781,71.19999694824219,6934800.0
2008-02-12,71.30999755859375,71.95999908447266,70.95999908447266,72.23999786376953,6635300.0
2008-02-13,72.37000274658203,71.62999725341797,71.41999816894531,72.75,6603300.0
2008-02-14,71.79000091552734,71.56999969482422,71.19999694824219,72.13999938964844,7899600.0
2008-02-15,71.5,71.7300033569336,71.16999816894531,71.7699966430664,5963300.0
2008-02-19,72.5,71.13999938964844,71.08999633789062,72.5,4920800.0
2008-02-20,71.95999908447266,71.12000274658203,70.0999984741211,71.95999908447266,5848300.0
2008-02-21,71.5,71.08000183105469,70.83000183105469,71.68000030517578,5531400.0
2008-02-22,71.38999938964844,71.37999725341797,70.54000091552734,71.48999786376953,4771900.0
2008-02-25,71.33000183105469,71.58999633789062,70.95999908447266,71.93000030517578,4681000.0
2008-02-26,71.11000061035156,71.33000183105469,70.91000366210938,71.55999755859375,4673000.0
2008-02-27,71.01000213623047,71.19999694824219,71.01000213623047,71.72000122070312,4520400.0
2008-02-28,71.20999908447266,71.05999755859375,70.3499984741211,71.20999908447266,4804800.0
2008-02-29,70.41999816894531,69.55999755859375,69.3499984741211,70.66999816894531,5893400.0
2008-03-03,69.55000305175781,70.16999816894531,69.16999816894531,70.25,5024400.0
2008-03-04,69.31999969482422,70.04000091552734,69.31999969482422,70.36000061035156,5965200.0
2008-03-05,70.33000183105469,70.27999877929688,69.0,70.72000122070312,6690200.0
2008-03-06,70.0,70.12000274658203,69.95999908447266,70.9000015258789,6138800.0
2008-03-07,69.83999633789062,69.58999633789062,69.29000091552734,70.30999755859375,7205600.0
2008-03-10,69.79000091552734,69.0199966430664,68.83000183105469,69.79000091552734,4702000.0
2008-03-11,70.43000030517578,69.94999694824219,68.9800033569336,70.43000030517578,7215600.0
2008-03-12,69.97000122070312,69.55999755859375,69.4000015258789,70.31999969482422,6049100.0
2008-03-13,68.62999725341797,69.23999786376953,68.26000213623047,69.73999786376953,6734000.0
2008-03-14,69.75,68.44999694824219,68.02999877929688,69.75,7798000.0
2008-03-17,68.0,69.1500015258789,67.94999694824219,70.05000305175781,9426100.0
2008-03-18,70.31999969482422,70.0199966430664,69.16999816894531,70.36000061035156,7871800.0
2008-03-19,70.0,70.18000030517578,69.7300033569336,71.5,6252600.0
2008-03-20,70.5,71.19000244140625,70.0,71.41999816894531,7360200.0
2008-03-24,71.4000015258789,71.44999694824219,70.86000061035156,71.91999816894531,4580400.0
2008-03-25,71.5,71.54000091552734,71.19000244140625,72.20999908447266,4777300.0
2008-03-26,71.30999755859375,71.16000366210938,71.05999755859375,71.75,3740700.0
2008-03-27,71.44000244140625,71.19000244140625,70.94000244140625,71.9000015258789,5078000.0
2008-03-28,71.4000015258789,71.55999755859375,71.4000015258789,72.0,3770100.0
2008-03-31,71.80000305175781,72.19999694824219,71.27999877929688,72.3499984741211,6499000.0
2008-04-01,71.88999938964844,72.12999725341797,71.04000091552734,72.16999816894531,6937200.0
2008-04-02,71.69999694824219,71.41999816894531,71.23999786376953,71.93000030517578,5123100.0
2008-04-03,71.05999755859375,71.4000015258789,71.05999755859375,71.9000015258789,4699100.0
2008-04-04,71.5,71.52999877929688,71.30000305175781,72.12000274658203,4569600.0
2008-04-07,71.91000366210938,71.86000061035156,71.1500015258789,72.05999755859375,5689100.0
2008-04-08,71.4000015258789,71.27999877929688,71.12999725341797,71.69000244140625,5376700.0
2008-04-09,71.18000030517578,70.97000122070312,70.62000274658203,71.33000183105469,4305200.0
2008-04-10,70.83999633789062,71.69999694824219,70.73999786376953,72.08000183105469,6035600.0
2008-04-11,71.69000244140625,71.4000015258789,71.11000061035156,71.83000183105469,4302000.0
2008-04-14,71.4000015258789,70.94999694824219,70.91999816894531,71.87000274658203,4760600.0
2008-04-15,71.25,71.22000122070312,70.77999877929688,71.45999908447266,3739900.0
2008-04-16,71.68000030517578,71.11000061035156,70.38999938964844,71.68000030517578,7591500.0
2008-04-17,70.7699966430664,70.7699966430664,70.37000274658203,71.27999877929688,4670800.0
2008-04-18,71.55000305175781,70.5999984741211,69.86000061035156,71.58999633789062,8110400.0
2008-04-21,70.08999633789062,69.9000015258789,69.83000183105469,70.7699966430664,5314300.0
2008-04-22,69.73999786376953,69.0999984741211,68.62999725341797,69.8499984741211,7486600.0
2008-04-23,69.0999984741211,69.19000244140625,68.79000091552734,69.97000122070312,7170900.0
2008-04-24,68.80999755859375,68.0,68.0,69.58999633789062,10145400.0
2008-04-25,68.30000305175781,67.62000274658203,67.20999908447266,68.3499984741211,8427200.0
2008-04-28,67.55000305175781,68.16000366210938,67.29000091552734,68.69999694824219,8480400.0
2008-04-29,68.20999908447266,68.19999694824219,67.77999877929688,68.5,4848400.0
2008-04-30,67.80999755859375,68.52999877929688,67.80999755859375,69.38999938964844,6561300.0
2008-05-01,68.45999908447266,68.5,68.02999877929688,68.75,5720900.0
