Date,elopen,elclose,ellow,elhigh,elvolume
2008-01-02,21.790000915527344,21.559999465942383,21.334999084472656,21.809999465942383,1783800.0
2008-01-03,21.665000915527344,21.625,21.565000534057617,21.860000610351562,2526600.0
2008-01-04,21.46500015258789,20.934999465942383,20.7549991607666,21.670000076293945,6541200.0
2008-01-07,21.020000457763672,20.96500015258789,20.655000686645508,21.020000457763672,3374200.0
2008-01-08,21.05500030517578,20.920000076293945,20.825000762939453,21.219999313354492,3258800.0
2008-01-09,20.96500015258789,20.979999542236328,20.600000381469727,21.030000686645508,3851400.0
2008-01-10,20.84000015258789,20.90999984741211,20.674999237060547,21.09000015258789,3501600.0
2008-01-11,20.7549991607666,19.3799991607666,19.3799991607666,20.8799991607666,9338800.0
2008-01-14,19.344999313354492,19.290000915527344,18.924999237060547,19.719999313354492,4684600.0
2008-01-15,19.110000610351562,19.020000457763672,18.6299991607666,19.190000534057617,6417400.0
2008-01-16,19.5,19.389999389648438,19.125,19.989999771118164,4908800.0
2008-01-17,19.5,19.170000076293945,19.0,19.645000457763672,4937200.0
2008-01-18,19.360000610351562,19.385000228881836,19.03499984741211,19.575000762939453,4722000.0
2008-01-22,18.584999084472656,19.604999542236328,18.514999389648438,19.78499984741211,5203400.0
2008-01-23,19.075000762939453,20.545000076293945,18.8799991607666,20.625,6719800.0
2008-01-24,20.5049991607666,19.540000915527344,19.43000030517578,20.5049991607666,5114600.0
2008-01-25,19.604999542236328,19.6200008392334,19.375,20.104999542236328,3646000.0
2008-01-28,19.719999313354492,19.920000076293945,19.31999969482422,19.950000762939453,3155800.0
2008-01-29,21.114999771118164,20.600000381469727,20.489999771118164,21.625,4823200.0
2008-01-30,20.514999389648438,20.31999969482422,20.264999389648438,20.719999313354492,2927600.0
2008-01-31,20.014999389648438,21.110000610351562,20.014999389648438,21.579999923706055,6723200.0
2008-02-01,22.6200008392334,22.415000915527344,21.799999237060547,22.924999237060547,10642600.0
2008-02-04,22.56999969482422,22.045000076293945,21.969999313354492,22.75,6152400.0
2008-02-05,21.7549991607666,21.594999313354492,21.270000457763672,22.079999923706055,6911200.0
2008-02-06,21.770000457763672,21.799999237060547,21.670000076293945,22.28499984741211,4799800.0
2008-02-07,21.725000381469727,22.139999389648438,21.610000610351562,22.31999969482422,5035400.0
2008-02-08,22.094999313354492,21.774999618530273,21.614999771118164,22.100000381469727,2485800.0
2008-02-11,21.774999618530273,21.924999237060547,21.674999237060547,22.014999389648438,2569200.0
2008-02-12,22.024999618530273,21.920000076293945,21.7450008392334,22.235000610351562,3950600.0
2008-02-13,22.15999984741211,21.950000762939453,21.875,22.295000076293945,2261000.0
2008-02-14,22.0,21.7549991607666,21.735000610351562,22.020000457763672,3542200.0
2008-02-15,21.639999389648438,21.725000381469727,21.559999465942383,21.834999084472656,2422600.0
2008-02-19,21.9950008392334,21.30500030517578,21.184999465942383,21.9950008392334,3066000.0
2008-02-20,21.104999542236328,21.020000457763672,20.885000228881836,21.19499969482422,3701200.0
2008-02-21,21.075000762939453,20.959999084472656,20.895000457763672,21.30500030517578,2412600.0
2008-02-22,20.96500015258789,21.25,20.7450008392334,21.25,2065000.0
2008-02-25,21.2450008392334,21.524999618530273,21.204999923706055,21.684999465942383,3002200.0
2008-02-26,21.424999237060547,21.760000228881836,21.40999984741211,21.864999771118164,1835200.0
2008-02-27,21.674999237060547,21.625,21.530000686645508,22.065000534057617,4622400.0
2008-02-28,21.3799991607666,21.424999237060547,21.34000015258789,21.625,1538200.0
2008-02-29,21.229999542236328,21.290000915527344,21.014999389648438,21.395000457763672,3173400.0
2008-03-03,21.219999313354492,21.71500015258789,21.209999084472656,21.719999313354492,3226800.0
2008-03-04,21.5,21.645000457763672,21.459999084472656,21.719999313354492,4335600.0
2008-03-05,21.479999542236328,22.0,21.479999542236328,22.110000610351562,3630200.0
2008-03-06,21.899999618530273,21.799999237060547,21.75,21.924999237060547,5072800.0
2008-03-07,21.780000686645508,21.864999771118164,21.520000457763672,21.9950008392334,4275800.0
2008-03-10,21.985000610351562,22.030000686645508,21.825000762939453,22.1299991607666,3629600.0
2008-03-11,22.25,22.485000610351562,22.010000228881836,22.4950008392334,4130400.0
2008-03-12,22.489999771118164,22.55500030517578,22.46500015258789,22.825000762939453,2544000.0
2008-03-13,22.385000228881836,22.774999618530273,22.34000015258789,22.8700008392334,3849800.0
2008-03-14,22.889999389648438,22.165000915527344,21.9950008392334,22.889999389648438,4325800.0
2008-03-17,21.684999465942383,22.155000686645508,21.55500030517578,22.334999084472656,3933000.0
2008-03-18,22.469999313354492,22.68000030517578,22.235000610351562,22.68000030517578,2745600.0
2008-03-19,22.899999618530273,22.2450008392334,22.21500015258789,22.899999618530273,3540800.0
2008-03-20,22.274999618530273,22.65999984741211,22.075000762939453,22.674999237060547,3906000.0
2008-03-24,22.75,22.649999618530273,22.584999084472656,22.770000457763672,2922200.0
2008-03-25,22.6200008392334,22.520000457763672,22.389999389648438,22.68000030517578,2570400.0
2008-03-26,22.399999618530273,22.600000381469727,22.329999923706055,22.639999389648438,2026800.0
2008-03-27,22.825000762939453,22.8799991607666,22.735000610351562,23.329999923706055,4950800.0
2008-03-28,23.010000228881836,22.639999389648438,22.235000610351562,23.09000015258789,3701800.0
2008-03-31,22.950000762939453,22.924999237060547,22.78499984741211,23.094999313354492,3228400.0
2008-04-01,23.229999542236328,23.700000762939453,22.860000610351562,23.700000762939453,5184200.0
2008-04-02,23.719999313354492,23.485000610351562,23.399999618530273,23.81999969482422,2900000.0
2008-04-03,23.514999389648438,23.885000228881836,23.25,23.985000610351562,3399000.0
2008-04-04,23.899999618530273,23.635000228881836,22.795000076293945,23.899999618530273,2492000.0
2008-04-07,23.280000686645508,23.010000228881836,22.8799991607666,23.3799991607666,4644400.0
2008-04-08,22.885000228881836,23.05500030517578,22.885000228881836,23.075000762939453,2343800.0
2008-04-09,22.5,22.31999969482422,21.94499969482422,22.670000076293945,5496000.0
2008-04-10,22.479999542236328,22.719999313354492,22.385000228881836,22.809999465942383,3339800.0
2008-04-11,22.610000610351562,22.690000534057617,22.524999618530273,22.834999084472656,2923800.0
2008-04-14,22.760000228881836,22.969999313354492,22.719999313354492,23.040000915527344,1781400.0
2008-04-15,22.959999084472656,22.485000610351562,22.315000534057617,23.049999237060547,3628600.0
2008-04-16,22.649999618530273,22.3799991607666,22.020000457763672,22.729999542236328,4148800.0
2008-04-17,22.415000915527344,22.295000076293945,21.979999542236328,22.415000915527344,3354400.0
2008-04-18,22.5,22.174999237060547,22.075000762939453,22.575000762939453,2532000.0
2008-04-21,22.174999237060547,22.209999084472656,22.024999618530273,22.28499984741211,1619200.0
2008-04-22,22.19499969482422,22.094999313354492,21.915000915527344,22.299999237060547,2515600.0
2008-04-23,22.104999542236328,22.0,21.96500015258789,22.18000030517578,1975000.0
2008-04-24,22.100000381469727,22.565000534057617,22.09000015258789,22.7549991607666,2216200.0
2008-04-25,22.709999084472656,22.825000762939453,22.510000228881836,22.825000762939453,2099800.0
2008-04-28,22.725000381469727,22.954999923706055,22.485000610351562,23.049999237060547,1699800.0
2008-04-29,22.864999771118164,23.19499969482422,22.829999923706055,23.315000534057617,2781200.0
2008-04-30,23.1200008392334,22.80500030517578,22.80500030517578,23.219999313354492,3314400.0
2008-05-01,22.80500030517578,22.625,22.364999771118164,22.80500030517578,3312000.0
2008-05-02,22.6200008392334,22.165000915527344,22.0,22.635000228881836,5724800.0
2008-05-05,22.184999465942383,22.700000762939453,22.065000534057617,22.770000457763672,5601000.0
2008-05-06,22.985000610351562,24.334999084472656,22.969999313354492,24.475000381469727,11658600.0
2008-05-07,24.299999237060547,23.815000534057617,23.559999465942383,24.469999313354492,6023800.0
2008-05-08,23.9950008392334,23.905000686645508,23.5049991607666,24.0,2923400.0
2008-05-09,23.670000076293945,24.040000915527344,23.584999084472656,24.15999984741211,3871600.0
2008-05-12,24.020000457763672,24.375,23.875,24.415000915527344,2507600.0
2008-05-13,24.34000015258789,24.34000015258789,24.024999618530273,24.545000076293945,4469800.0
2008-05-14,24.315000534057617,23.924999237060547,23.889999389648438,24.3700008392334,3754600.0
2008-05-15,24.0,24.125,23.729999542236328,24.190000534057617,2642000.0
2008-05-16,23.9950008392334,24.024999618530273,23.774999618530273,24.479999542236328,1855200.0
2008-05-19,23.985000610351562,23.950000762939453,23.844999313354492,24.274999618530273,2534200.0
2008-05-20,23.78499984741211,23.635000228881836,23.59000015258789,24.049999237060547,1790200.0
