Date,eslopen,eslclose,esllow,eslhigh,eslvolume
2008-01-02,51.459999084472656,50.38999938964844,49.790000915527344,51.54999923706055,198000
2008-01-03,50.29999923706055,51.40999984741211,50.29999923706055,51.40999984741211,304800
2008-01-04,50.83000183105469,49.90999984741211,49.7599983215332,50.83000183105469,289800
2008-01-07,50.099998474121094,48.9900016784668,48.689998626708984,50.11000061035156,378400
2008-01-08,49.11000061035156,46.439998626708984,46.43000030517578,49.11000061035156,429300
2008-01-09,46.16999816894531,47.0,45.40999984741211,47.0,326900
2008-01-10,46.529998779296875,47.7400016784668,46.13999938964844,48.22999954223633,234300
2008-01-11,47.2599983215332,46.11000061035156,46.099998474121094,47.56999969482422,179800
2008-01-14,46.36000061035156,47.04999923706055,45.83000183105469,47.27000045776367,247600
2008-01-15,46.709999084472656,46.43000030517578,46.2599983215332,47.0099983215332,261600
2008-01-16,46.209999084472656,47.09000015258789,46.209999084472656,47.84000015258789,278700
2008-01-17,47.15999984741211,45.400001525878906,45.2400016784668,47.27000045776367,227000
2008-01-18,44.90999984741211,45.20000076293945,44.5099983215332,46.040000915527344,320700
2008-01-22,43.709999084472656,43.900001525878906,43.650001525878906,44.75,298500
2008-01-23,42.7400016784668,43.439998626708984,42.68000030517578,43.880001068115234,420400
2008-01-24,43.58000183105469,44.779998779296875,43.31999969482422,45.34000015258789,879500
2008-01-25,45.349998474121094,43.9900016784668,43.95000076293945,45.630001068115234,263500
2008-01-28,43.59000015258789,44.599998474121094,43.15999984741211,44.66999816894531,292000
2008-01-29,44.959999084472656,45.029998779296875,44.36000061035156,45.25,189800
2008-01-30,44.900001525878906,44.810001373291016,44.7599983215332,46.2400016784668,197400
2008-01-31,44.0,46.5,43.95000076293945,47.0,249700
2008-02-01,46.79999923706055,47.220001220703125,46.279998779296875,47.56999969482422,151600
2008-02-04,47.0,46.540000915527344,46.02000045776367,47.130001068115234,221400
2008-02-05,45.77000045776367,46.369998931884766,45.43000030517578,46.75,269500
2008-02-06,46.83000183105469,45.63999938964844,45.5099983215332,46.83000183105469,159400
2008-02-07,45.459999084472656,45.5099983215332,44.97999954223633,46.040000915527344,167100
2008-02-08,45.4900016784668,45.5,44.689998626708984,45.7400016784668,186200
2008-02-11,45.31999969482422,46.02000045776367,44.58000183105469,46.18000030517578,171400
2008-02-12,46.16999816894531,46.869998931884766,45.619998931884766,47.20000076293945,197600
2008-02-13,47.349998474121094,48.04999923706055,47.290000915527344,48.15999984741211,157000
2008-02-14,48.060001373291016,46.83000183105469,46.689998626708984,48.099998474121094,219200
2008-02-15,46.47999954223633,46.41999816894531,45.97999954223633,46.720001220703125,219100
2008-02-19,46.880001068115234,46.560001373291016,46.220001220703125,47.150001525878906,172100
2008-02-20,46.33000183105469,46.77000045776367,45.61000061035156,46.81999969482422,193500
2008-02-21,47.0099983215332,45.83000183105469,45.630001068115234,47.599998474121094,171500
2008-02-22,45.70000076293945,45.16999816894531,44.66999816894531,45.869998931884766,196500
2008-02-25,45.09000015258789,47.189998626708984,45.0099983215332,47.459999084472656,262800
2008-02-26,46.90999984741211,47.810001373291016,46.90999984741211,48.31999969482422,179600
2008-02-27,47.540000915527344,47.77000045776367,47.31999969482422,48.47999954223633,229800
2008-02-28,47.689998626708984,48.13999938964844,47.27000045776367,48.560001373291016,214700
2008-02-29,51.5,52.400001525878906,50.18000030517578,53.5,755600
2008-03-03,51.97999954223633,51.9900016784668,50.84000015258789,52.720001220703125,502900
2008-03-04,51.779998779296875,52.220001220703125,51.31999969482422,52.66999816894531,389300
2008-03-05,52.38999938964844,52.90999984741211,52.150001525878906,53.40999984741211,246400
2008-03-06,52.56999969482422,52.61000061035156,52.099998474121094,53.43000030517578,328800
2008-03-07,51.88999938964844,51.9900016784668,51.630001068115234,52.959999084472656,274400
2008-03-10,52.0,51.779998779296875,51.63999938964844,52.369998931884766,308600
2008-03-11,53.34000015258789,52.84000015258789,51.97999954223633,53.34000015258789,381600
2008-03-12,52.970001220703125,52.599998474121094,52.439998626708984,53.25,350700
2008-03-13,52.099998474121094,53.189998626708984,51.70000076293945,53.810001373291016,490400
2008-03-14,53.54999923706055,52.459999084472656,52.38999938964844,53.7400016784668,621600
2008-03-17,50.959999084472656,51.349998474121094,50.650001525878906,52.0099983215332,409300
2008-03-18,52.349998474121094,51.75,50.70000076293945,52.900001525878906,432600
2008-03-19,51.70000076293945,51.290000915527344,51.290000915527344,53.150001525878906,415000
2008-03-20,52.0099983215332,50.790000915527344,50.310001373291016,52.0099983215332,545400
2008-03-24,51.63999938964844,52.18000030517578,51.0,52.18000030517578,288400
2008-03-25,51.880001068115234,51.79999923706055,51.58000183105469,52.099998474121094,427200
2008-03-26,51.650001525878906,51.63999938964844,50.959999084472656,51.91999816894531,400500
2008-03-27,51.810001373291016,50.900001525878906,50.880001068115234,51.959999084472656,333400
2008-03-28,50.88999938964844,50.880001068115234,50.68000030517578,52.0,329100
2008-03-31,51.0,50.369998931884766,49.75,51.0,584100
2008-04-01,51.040000915527344,51.56999969482422,51.0099983215332,51.90999984741211,505800
2008-04-02,51.91999816894531,51.810001373291016,51.7400016784668,52.20000076293945,245200
2008-04-03,51.779998779296875,53.59000015258789,51.689998626708984,53.59000015258789,663400
2008-04-04,53.72999954223633,54.189998626708984,53.060001373291016,55.0,535200
2008-04-07,54.439998626708984,54.0099983215332,53.900001525878906,54.619998931884766,217600
2008-04-08,53.599998474121094,54.11000061035156,53.31999969482422,54.11000061035156,243200
2008-04-09,54.04999923706055,55.439998626708984,53.90999984741211,55.45000076293945,400800
2008-04-10,55.349998474121094,56.060001373291016,54.650001525878906,56.09000015258789,383300
2008-04-11,55.75,55.29999923706055,54.95000076293945,55.779998779296875,385100
2008-04-14,55.13999938964844,54.939998626708984,54.869998931884766,55.470001220703125,379000
2008-04-15,55.099998474121094,53.68000030517578,53.459999084472656,55.16999816894531,383100
2008-04-16,54.310001373291016,55.0,54.06999969482422,55.0,362900
2008-04-17,53.810001373291016,53.720001220703125,52.25,54.2400016784668,631400
2008-04-18,54.29999923706055,54.29999923706055,54.04999923706055,54.5099983215332,258900
2008-04-21,53.97999954223633,53.869998931884766,53.2400016784668,54.09000015258789,143300
2008-04-22,54.0,52.630001068115234,52.029998779296875,54.0,251200
2008-04-23,52.880001068115234,52.63999938964844,52.20000076293945,53.119998931884766,181800
2008-04-24,52.5099983215332,52.650001525878906,52.279998779296875,52.650001525878906,288400
2008-04-25,52.77000045776367,53.130001068115234,52.16999816894531,53.34000015258789,136000
2008-04-28,52.880001068115234,54.5,52.68000030517578,54.72999954223633,487600
2008-04-29,54.4900016784668,54.189998626708984,54.099998474121094,54.66999816894531,348700
2008-04-30,54.150001525878906,55.65999984741211,54.150001525878906,56.5,400200
2008-05-01,55.380001068115234,56.90999984741211,55.380001068115234,56.970001220703125,351900
2008-05-02,57.13999938964844,55.9900016784668,55.47999954223633,57.13999938964844,153200
2008-05-05,55.650001525878906,56.66999816894531,55.650001525878906,56.849998474121094,203300
2008-05-06,56.54999923706055,56.380001068115234,56.0099983215332,56.91999816894531,218100
2008-05-07,56.29999923706055,55.04999923706055,54.939998626708984,56.369998931884766,224700
2008-05-08,55.11000061035156,55.2599983215332,54.720001220703125,55.349998474121094,151900
2008-05-09,55.130001068115234,56.0099983215332,54.83000183105469,56.130001068115234,133600
2008-05-12,56.33000183105469,56.88999938964844,55.45000076293945,57.0,130100
2008-05-13,56.9900016784668,58.02000045776367,56.900001525878906,58.09000015258789,210400
2008-05-14,58.209999084472656,57.7599983215332,57.650001525878906,59.27000045776367,249300
2008-05-15,57.65999984741211,58.099998474121094,57.18000030517578,58.310001373291016,152700
2008-05-16,58.560001373291016,58.540000915527344,58.0099983215332,59.06999969482422,200400
2008-05-19,58.72999954223633,58.59000015258789,58.29999923706055,58.9900016784668,216900
2008-05-20,58.31999969482422,58.060001373291016,57.5,58.369998931884766,137800
2008-05-21,58.43000030517578,56.5,56.119998931884766,58.43000030517578,245900
2008-05-22,56.47999954223633,56.27000045776367,55.380001068115234,56.849998474121094,345300
2008-05-23,56.11000061035156,55.709999084472656,54.95000076293945,56.16999816894531,204900
2008-05-27,55.7400016784668,57.25,55.720001220703125,57.27000045776367,179600
2008-05-28,57.369998931884766,58.33000183105469,57.209999084472656,58.529998779296875,401000
2008-05-29,58.869998931884766,58.880001068115234,57.86000061035156,59.0099983215332,209900
2008-05-30,59.630001068115234,61.93000030517578,53.06999969482422,62.70000076293945,779900
2008-06-02,62.11000061035156,62.439998626708984,61.560001373291016,62.900001525878906,457500
2008-06-03,62.709999084472656,60.0,59.900001525878906,62.709999084472656,610300
2008-06-04,59.95000076293945,59.2599983215332,59.08000183105469,60.5,502200
2008-06-05,59.16999816894531,60.189998626708984,59.040000915527344,60.349998474121094,208800
2008-06-06,59.540000915527344,55.81999969482422,55.7599983215332,59.560001373291016,534100
2008-06-09,56.34000015258789,53.84000015258789,53.310001373291016,56.689998626708984,1108700
2008-06-10,53.619998931884766,52.81999969482422,51.5,53.79999923706055,697400
2008-06-11,52.689998626708984,52.0,52.0,53.29999923706055,536100
2008-06-12,52.310001373291016,51.41999816894531,51.25,53.0,324300
2008-06-13,52.119998931884766,52.84000015258789,51.779998779296875,52.849998474121094,271600
2008-06-16,52.75,53.630001068115234,51.869998931884766,53.720001220703125,294900
2008-06-17,53.68000030517578,52.619998931884766,52.5,53.86000061035156,166400
2008-06-18,52.65999984741211,52.0,50.849998474121094,52.65999984741211,184200
2008-06-19,51.970001220703125,53.84000015258789,51.77000045776367,53.84000015258789,204200
2008-06-20,53.84000015258789,52.59000015258789,51.9900016784668,53.84000015258789,422200
2008-06-23,52.689998626708984,53.099998474121094,52.29999923706055,53.38999938964844,232400
2008-06-24,52.81999969482422,52.380001068115234,52.16999816894531,53.18000030517578,347800
2008-06-25,52.5,50.27000045776367,49.560001373291016,52.5,561700
