Date,fbopen,fbclose,fblow,fbhigh,fbvolume
2012-08-22,19.360000610351562,19.440000534057617,18.959999084472656,19.530000686645508,49892200
2012-08-23,19.5,19.440000534057617,19.360000610351562,19.729999542236328,32813700
2012-08-24,19.520000457763672,19.40999984741211,19.25,19.68000030517578,29622200
2012-08-27,19.489999771118164,19.149999618530273,19.100000381469727,19.530000686645508,20704000
2012-08-28,19.100000381469727,19.34000015258789,18.950000762939453,19.3799991607666,25417000
2012-08-29,19.31999969482422,19.100000381469727,19.06999969482422,19.3799991607666,16124700
2012-08-30,19.270000457763672,19.09000015258789,19.059999465942383,19.450000762939453,30647500
2012-08-31,18.68000030517578,18.059999465942383,18.030000686645508,18.700000762939453,58764200
2012-09-04,18.079999923706055,17.729999542236328,17.549999237060547,18.270000457763672,46622400
2012-09-05,18.270000457763672,18.579999923706055,18.18000030517578,18.75,60781800
2012-09-06,18.739999771118164,18.959999084472656,18.719999313354492,19.260000228881836,46066500
2012-09-07,19.100000381469727,18.979999542236328,18.780000686645508,19.420000076293945,36371700
2012-09-10,19.059999465942383,18.809999465942383,18.549999237060547,19.200000762939453,24797800
2012-09-11,18.920000076293945,19.43000030517578,18.850000381469727,19.579999923706055,50508200
2012-09-12,20.760000228881836,20.93000030517578,20.280000686645508,21.15999984741211,121584000
2012-09-13,20.959999084472656,20.709999084472656,20.610000610351562,21.479999542236328,65041600
2012-09-14,21.1299991607666,22.0,20.899999618530273,22.079999923706055,72819800
2012-09-17,22.670000076293945,21.520000457763672,21.5,22.75,50667600
2012-09-18,21.600000381469727,21.8700008392334,21.3700008392334,21.979999542236328,36760500
2012-09-19,21.989999771118164,23.290000915527344,21.770000457763672,23.3700008392334,78782800
2012-09-20,23.020000457763672,22.59000015258789,22.540000915527344,23.239999771118164,57248900
2012-09-21,22.969999313354492,22.860000610351562,22.600000381469727,23.239999771118164,51218100
2012-09-24,21.780000686645508,20.790000915527344,20.360000610351562,21.979999542236328,79106500
2012-09-25,21.200000762939453,20.280000686645508,20.219999313354492,21.209999084472656,46291700
2012-09-26,20.149999618530273,20.6200008392334,19.799999237060547,20.780000686645508,38271900
2012-09-27,20.989999771118164,20.31999969482422,20.15999984741211,21.0,30215900
2012-09-28,20.56999969482422,21.65999984741211,20.5,21.950000762939453,65486000
2012-10-01,22.079999923706055,21.989999771118164,21.729999542236328,22.59000015258789,51262700
2012-10-02,22.079999923706055,22.270000457763672,21.81999969482422,22.489999771118164,29341400
2012-10-03,22.299999237060547,21.829999923706055,21.799999237060547,22.489999771118164,32000100
2012-10-04,22.31999969482422,21.950000762939453,21.40999984741211,22.399999618530273,46892100
2012-10-05,21.489999771118164,20.90999984741211,20.8799991607666,21.6299991607666,40529300
2012-10-08,20.399999618530273,20.399999618530273,20.15999984741211,20.75,32236700
2012-10-09,20.389999389648438,20.229999542236328,19.969999313354492,20.549999237060547,27161800
2012-10-10,19.93000030517578,19.639999389648438,19.450000762939453,19.940000534057617,39321800
2012-10-11,19.8799991607666,19.75,19.610000610351562,19.959999084472656,21817300
2012-10-12,19.75,19.520000457763672,19.479999542236328,19.799999237060547,18809400
2012-10-15,19.68000030517578,19.520000457763672,19.489999771118164,19.8799991607666,20189700
2012-10-16,19.68000030517578,19.479999542236328,19.299999237060547,19.690000534057617,21834700
2012-10-17,19.5,19.8799991607666,19.3700008392334,20.479999542236328,44074500
2012-10-18,19.700000762939453,18.979999542236328,18.889999389648438,19.790000915527344,52157400
2012-10-19,19.0,19.0,18.799999237060547,19.059999465942383,34835000
2012-10-22,19.200000762939453,19.31999969482422,19.049999237060547,19.43000030517578,32447300
2012-10-23,19.25,19.5,19.100000381469727,19.799999237060547,78381200
2012-10-24,24.1299991607666,23.229999542236328,22.850000381469727,24.25,228949900
2012-10-25,23.290000915527344,22.559999465942383,22.469999313354492,23.309999465942383,76142000
2012-10-26,22.399999618530273,21.940000534057617,21.8799991607666,22.8799991607666,73175800
2012-10-31,20.81999969482422,21.110000610351562,20.729999542236328,21.5,99378200
2012-11-01,21.079999923706055,21.209999084472656,21.010000228881836,21.440000534057617,37713900
2012-11-02,21.260000228881836,21.18000030517578,21.06999969482422,21.690000534057617,38344400
2012-11-05,21.100000381469727,21.25,20.920000076293945,21.479999542236328,31806700
2012-11-06,21.239999771118164,21.170000076293945,20.989999771118164,21.3700008392334,29062700
2012-11-07,20.850000381469727,20.469999313354492,20.3700008392334,20.950000762939453,33396800
2012-11-08,20.520000457763672,19.989999771118164,19.979999542236328,20.729999542236328,34254600
2012-11-09,19.959999084472656,19.209999084472656,19.1299991607666,20.0,42295500
2012-11-12,19.149999618530273,20.06999969482422,18.8700008392334,20.170000076293945,67349200
2012-11-13,19.610000610351562,19.860000610351562,19.559999465942383,20.110000610351562,71775100
2012-11-14,20.100000381469727,22.360000610351562,19.93000030517578,22.5,229751000
2012-11-15,22.34000015258789,22.170000076293945,21.649999618530273,22.5,78857700
2012-11-16,22.25,23.559999465942383,22.18000030517578,23.93000030517578,107182200
2012-11-19,23.959999084472656,22.920000076293945,22.81999969482422,24.1200008392334,85021300
2012-11-20,22.729999542236328,23.100000381469727,22.700000762939453,23.899999618530273,46655300
2012-11-21,23.219999313354492,24.31999969482422,23.049999237060547,24.530000686645508,89862400
2012-11-23,24.579999923706055,24.0,23.8799991607666,24.68000030517578,29520900
2012-11-26,24.940000534057617,25.940000534057617,24.809999465942383,26.09000015258789,123865000
2012-11-27,26.040000915527344,26.149999618530273,25.459999084472656,26.5,85760600
2012-11-28,25.940000534057617,26.360000610351562,25.75,26.489999771118164,49205600
2012-11-29,26.5,27.31999969482422,26.15999984741211,27.520000457763672,88759700
2012-11-30,27.260000228881836,28.0,26.760000228881836,28.0,127049600
2012-12-03,28.0,27.040000915527344,26.979999542236328,28.8799991607666,123526100
2012-12-04,27.059999465942383,27.459999084472656,26.68000030517578,27.760000228881836,72869200
2012-12-05,27.75,27.709999084472656,27.260000228881836,27.899999618530273,58976300
2012-12-06,27.68000030517578,26.969999313354492,26.81999969482422,27.75,46001500
2012-12-07,27.06999969482422,27.489999771118164,26.84000015258789,27.780000686645508,51751900
2012-12-10,27.170000076293945,27.84000015258789,27.100000381469727,28.170000076293945,50608500
2012-12-11,28.06999969482422,27.979999542236328,27.65999984741211,28.239999771118164,77099100
2012-12-12,28.0,27.579999923706055,27.3700008392334,28.139999389648438,46704200
2012-12-13,27.59000015258789,28.239999771118164,27.43000030517578,28.75,81051600
2012-12-14,28.18000030517578,26.809999465942383,26.760000228881836,28.329999923706055,91631600
2012-12-17,26.770000457763672,26.75,26.31999969482422,27.0,57742500
2012-12-18,26.959999084472656,27.709999084472656,26.899999618530273,27.90999984741211,60512900
2012-12-19,27.829999923706055,27.40999984741211,26.950000762939453,28.219999313354492,61390300
2012-12-20,27.489999771118164,27.360000610351562,27.1299991607666,27.600000381469727,35574800
2012-12-21,26.65999984741211,26.260000228881836,26.1200008392334,27.010000228881836,54555200
2012-12-24,26.5,26.93000030517578,26.200000762939453,26.959999084472656,28230100
2012-12-26,27.030000686645508,26.510000228881836,26.3799991607666,27.18000030517578,33175400
2012-12-27,26.549999237060547,26.049999237060547,25.520000457763672,26.799999237060547,43481700
2012-12-28,25.479999542236328,25.90999984741211,25.149999618530273,26.110000610351562,56574800
2012-12-31,26.200000762939453,26.6200008392334,26.110000610351562,26.989999771118164,60374500
2013-01-02,27.440000534057617,28.0,27.420000076293945,28.18000030517578,69846400
2013-01-03,27.8799991607666,27.770000457763672,27.59000015258789,28.469999313354492,63140600
2013-01-04,28.010000228881836,28.760000228881836,27.829999923706055,28.93000030517578,72715400
2013-01-07,28.690000534057617,29.420000076293945,28.649999618530273,29.790000915527344,83781800
2013-01-08,29.510000228881836,29.059999465942383,28.860000610351562,29.600000381469727,45871300
2013-01-09,29.670000076293945,30.59000015258789,29.489999771118164,30.600000381469727,104787700
2013-01-10,30.600000381469727,31.299999237060547,30.280000686645508,31.450000762939453,95316400
2013-01-11,31.280000686645508,31.719999313354492,31.100000381469727,31.959999084472656,89598000
2013-01-14,32.08000183105469,30.950000762939453,30.6200008392334,32.209999084472656,98892800
2013-01-15,30.639999389648438,30.100000381469727,29.8799991607666,31.709999084472656,173242600
2013-01-16,30.209999084472656,29.850000381469727,29.530000686645508,30.350000381469727,75332700
2013-01-17,30.079999923706055,30.139999389648438,30.030000686645508,30.420000076293945,40256700
2013-01-18,30.309999465942383,29.65999984741211,29.270000457763672,30.440000534057617,49631500
2013-01-22,29.75,30.729999542236328,29.739999771118164,30.889999389648438,55243300
2013-01-23,31.100000381469727,30.81999969482422,30.799999237060547,31.5,48899800
2013-01-24,31.270000457763672,31.079999923706055,30.809999465942383,31.489999771118164,43845100
2013-01-25,31.40999984741211,31.540000915527344,31.1299991607666,31.93000030517578,54363600
2013-01-28,31.8799991607666,32.470001220703125,31.809999465942383,32.5099983215332,59682500
2013-01-29,32.0,30.790000915527344,30.709999084472656,32.06999969482422,72976500
2013-01-30,30.979999542236328,31.239999771118164,30.8799991607666,31.489999771118164,87682100
2013-01-31,29.149999618530273,30.979999542236328,28.739999771118164,31.469999313354492,190744900
2013-02-01,31.010000228881836,29.729999542236328,29.6299991607666,31.020000457763672,85856700
2013-02-04,29.059999465942383,28.110000610351562,28.010000228881836,29.200000762939453,92362200
2013-02-05,28.260000228881836,28.639999389648438,28.040000915527344,28.959999084472656,47948200
2013-02-06,28.739999771118164,29.049999237060547,28.65999984741211,29.290000915527344,38375900
2013-02-07,29.110000610351562,28.649999618530273,28.270000457763672,29.149999618530273,34540100
2013-02-08,28.889999389648438,28.549999237060547,28.510000228881836,29.170000076293945,37708800
2013-02-11,28.610000610351562,28.260000228881836,28.040000915527344,28.68000030517578,37361800
2013-02-12,27.670000076293945,27.3700008392334,27.100000381469727,28.15999984741211,93498700
2013-02-13,27.360000610351562,27.90999984741211,27.309999465942383,28.31999969482422,50164000
2013-02-14,28.020000457763672,28.5,28.010000228881836,28.6299991607666,35615800
2013-02-15,28.520000457763672,28.31999969482422,28.09000015258789,28.75,33109300
2013-02-19,28.229999542236328,28.93000030517578,28.1200008392334,29.079999923706055,49396400
2013-02-20,28.920000076293945,28.459999084472656,28.329999923706055,29.049999237060547,42098200
2013-02-21,28.280000686645508,27.280000686645508,27.149999618530273,28.549999237060547,49642300
2013-02-22,27.6200008392334,27.1299991607666,26.81999969482422,27.6299991607666,36350200
2013-02-25,27.15999984741211,27.270000457763672,27.149999618530273,27.639999389648438,34652000
2013-02-26,27.360000610351562,27.389999389648438,26.700000762939453,27.459999084472656,31611700
2013-02-27,27.34000015258789,26.8700008392334,26.6299991607666,27.34000015258789,44319700
2013-02-28,26.84000015258789,27.25,26.34000015258789,27.299999237060547,83027800
2013-03-01,27.049999237060547,27.780000686645508,26.809999465942383,28.1200008392334,54064800
2013-03-04,27.760000228881836,27.719999313354492,27.440000534057617,28.059999465942383,32400700
2013-03-05,27.8799991607666,27.520000457763672,27.209999084472656,28.18000030517578,40622200
2013-03-06,28.100000381469727,27.450000762939453,27.350000381469727,28.1299991607666,33532600
2013-03-07,27.56999969482422,28.579999923706055,27.469999313354492,28.68000030517578,74540200
2013-03-08,28.43000030517578,27.959999084472656,27.729999542236328,28.469999313354492,44198900
2013-03-11,28.010000228881836,28.139999389648438,27.829999923706055,28.639999389648438,35642100
2013-03-12,28.100000381469727,27.829999923706055,27.600000381469727,28.31999969482422,27569600
2013-03-13,27.6200008392334,27.079999923706055,26.920000076293945,27.649999618530273,39619500
2013-03-14,27.100000381469727,27.040000915527344,26.829999923706055,27.43000030517578,27646400
2013-03-15,27.030000686645508,26.649999618530273,26.559999465942383,27.059999465942383,31597400
2013-03-18,26.3700008392334,26.489999771118164,25.780000686645508,26.790000915527344,26653700
2013-03-19,26.530000686645508,26.549999237060547,26.209999084472656,26.899999618530273,25254200
2013-03-20,26.68000030517578,25.860000610351562,25.780000686645508,26.690000534057617,44006500
2013-03-21,25.65999984741211,25.739999771118164,25.559999465942383,26.110000610351562,24336100
2013-03-22,25.799999237060547,25.729999542236328,25.6299991607666,26.010000228881836,18456300
2013-03-25,25.75,25.1299991607666,25.079999923706055,25.799999237060547,39199000
2013-03-26,25.079999923706055,25.209999084472656,25.030000686645508,25.479999542236328,26957200
2013-03-27,25.0,26.09000015258789,24.719999313354492,26.280000686645508,52297400
2013-03-28,26.09000015258789,25.579999923706055,25.520000457763672,26.170000076293945,28585700
2013-04-01,25.6299991607666,25.530000686645508,25.280000686645508,25.889999389648438,22249300
2013-04-02,25.770000457763672,25.420000076293945,25.299999237060547,26.1200008392334,35153300
2013-04-03,25.829999923706055,26.25,25.700000762939453,26.389999389648438,48195200
2013-04-04,26.6200008392334,27.06999969482422,26.110000610351562,27.229999542236328,82016800
2013-04-05,26.860000610351562,27.389999389648438,26.610000610351562,27.799999237060547,64566600
2013-04-08,27.190000534057617,26.850000381469727,26.6299991607666,27.200000762939453,27256000
2013-04-09,26.579999923706055,26.59000015258789,26.420000076293945,26.889999389648438,21311100
2013-04-10,27.010000228881836,27.56999969482422,26.899999618530273,27.84000015258789,45949400
2013-04-11,27.479999542236328,28.020000457763672,27.25,28.100000381469727,33368500
2013-04-12,28.0,27.399999618530273,27.239999771118164,28.0,28697400
2013-04-15,27.15999984741211,26.520000457763672,26.360000610351562,27.479999542236328,30275400
2013-04-16,26.809999465942383,26.920000076293945,26.399999618530273,27.110000610351562,27365900
2013-04-17,26.649999618530273,26.6299991607666,26.389999389648438,27.200000762939453,26440600
2013-04-18,26.81999969482422,25.690000534057617,25.149999618530273,26.81999969482422,39059000
2013-04-19,25.6200008392334,25.729999542236328,25.329999923706055,25.959999084472656,20380900
2013-04-22,25.809999465942383,25.969999313354492,25.700000762939453,26.360000610351562,25687600
2013-04-23,26.219999313354492,25.979999542236328,25.770000457763672,26.329999923706055,25191500
2013-04-24,25.93000030517578,26.110000610351562,25.799999237060547,26.399999618530273,19729900
2013-04-25,26.06999969482422,26.139999389648438,26.0,26.399999618530273,17150000
2013-04-26,26.600000381469727,26.850000381469727,26.600000381469727,27.6200008392334,33018000
2013-04-29,27.15999984741211,26.979999542236328,26.860000610351562,27.40999984741211,29201100
2013-04-30,27.1299991607666,27.770000457763672,27.010000228881836,27.850000381469727,36245700
2013-05-01,27.850000381469727,27.43000030517578,27.309999465942383,27.920000076293945,64567600
2013-05-02,28.010000228881836,28.969999313354492,27.979999542236328,29.020000457763672,104257000
2013-05-03,29.040000915527344,28.309999465942383,28.149999618530273,29.06999969482422,58506400
2013-05-06,28.329999923706055,27.56999969482422,27.479999542236328,28.459999084472656,43939400
2013-05-07,27.549999237060547,26.889999389648438,26.850000381469727,27.850000381469727,41259100
2013-05-08,26.8799991607666,27.1200008392334,26.649999618530273,27.299999237060547,34654900
2013-05-09,27.079999923706055,27.040000915527344,26.850000381469727,27.549999237060547,33457200
2013-05-10,27.139999389648438,26.68000030517578,26.56999969482422,27.299999237060547,30847100
2013-05-13,26.600000381469727,26.81999969482422,26.530000686645508,27.329999923706055,29068800
2013-05-14,26.889999389648438,27.06999969482422,26.81999969482422,27.280000686645508,24930300
2013-05-15,26.920000076293945,26.600000381469727,26.399999618530273,26.989999771118164,30299800
2013-05-16,26.479999542236328,26.1299991607666,25.899999618530273,26.549999237060547,35499100
2013-05-17,26.399999618530273,26.25,26.200000762939453,26.600000381469727,29462700
2013-05-20,26.18000030517578,25.760000228881836,25.690000534057617,26.190000534057617,42402900
2013-05-21,25.8700008392334,25.65999984741211,25.59000015258789,26.079999923706055,26261300
2013-05-22,25.649999618530273,25.15999984741211,24.920000076293945,25.850000381469727,45314500
2013-05-23,24.799999237060547,25.059999465942383,24.770000457763672,25.530000686645508,37663100
2013-05-24,24.969999313354492,24.309999465942383,24.079999923706055,24.969999313354492,58727900
2013-05-28,24.540000915527344,24.100000381469727,23.920000076293945,24.540000915527344,50079700
2013-05-29,23.790000915527344,23.31999969482422,23.260000228881836,23.809999465942383,64237800
2013-05-30,24.1299991607666,24.549999237060547,23.93000030517578,24.780000686645508,60733200
2013-05-31,24.6299991607666,24.350000381469727,24.270000457763672,24.950000762939453,35925000
2013-06-03,24.270000457763672,23.850000381469727,23.709999084472656,24.31999969482422,35733800
2013-06-04,23.889999389648438,23.520000457763672,23.31999969482422,23.93000030517578,34760800
2013-06-05,23.350000381469727,22.899999618530273,22.790000915527344,23.709999084472656,53819700
2013-06-06,22.989999771118164,22.969999313354492,22.670000076293945,23.09000015258789,31260700
2013-06-07,23.030000686645508,23.290000915527344,22.860000610351562,23.399999618530273,38699200
2013-06-10,24.059999465942383,24.329999923706055,23.989999771118164,24.600000381469727,58393000
2013-06-11,24.030000686645508,24.030000686645508,24.0,24.350000381469727,29885900
2013-06-12,24.15999984741211,23.770000457763672,23.579999923706055,24.260000228881836,26445800
2013-06-13,23.719999313354492,23.729999542236328,23.270000457763672,23.829999923706055,31189300
2013-06-14,23.559999465942383,23.6299991607666,23.260000228881836,23.889999389648438,30677100
2013-06-17,23.90999984741211,24.020000457763672,23.75,24.25,33664500
2013-06-18,24.09000015258789,24.209999084472656,24.079999923706055,24.690000534057617,36709100
2013-06-19,24.200000762939453,24.309999465942383,24.100000381469727,25.190000534057617,31790600
2013-06-20,24.280000686645508,23.899999618530273,23.649999618530273,24.75,42765600
2013-06-21,24.59000015258789,24.530000686645508,24.049999237060547,24.700000762939453,45833900
2013-06-24,23.950000762939453,23.940000534057617,23.3799991607666,24.110000610351562,40626000
2013-06-25,24.139999389648438,24.25,24.040000915527344,24.43000030517578,24713200
2013-06-26,24.510000228881836,24.15999984741211,23.989999771118164,24.649999618530273,29890300
2013-06-27,24.239999771118164,24.65999984741211,24.209999084472656,24.84000015258789,34694100
2013-06-28,24.68000030517578,24.8799991607666,24.420000076293945,24.979999542236328,96778900
2013-07-01,24.969999313354492,24.809999465942383,24.6200008392334,25.059999465942383,20582200
2013-07-02,24.700000762939453,24.40999984741211,24.299999237060547,24.770000457763672,18394100
2013-07-03,24.219999313354492,24.520000457763672,24.149999618530273,24.709999084472656,10404400
2013-07-05,24.649999618530273,24.3700008392334,24.200000762939453,24.65999984741211,20229500
2013-07-08,24.469999313354492,24.709999084472656,24.420000076293945,25.040000915527344,27064600
2013-07-09,25.06999969482422,25.479999542236328,25.030000686645508,25.489999771118164,30387900
2013-07-10,25.579999923706055,25.799999237060547,25.469999313354492,25.829999923706055,26721800
2013-07-11,25.959999084472656,25.809999465942383,25.450000762939453,26.0,26777400
2013-07-12,25.739999771118164,25.90999984741211,25.549999237060547,25.93000030517578,16537900
2013-07-15,25.93000030517578,26.280000686645508,25.649999618530273,26.43000030517578,24234000
2013-07-16,26.389999389648438,26.31999969482422,26.010000228881836,26.75,30817600
2013-07-17,26.3700008392334,26.649999618530273,26.299999237060547,26.780000686645508,21518500
2013-07-18,26.75,26.18000030517578,26.1200008392334,26.770000457763672,24806900
2013-07-19,25.81999969482422,25.8799991607666,25.600000381469727,26.110000610351562,46539700
2013-07-22,25.989999771118164,26.049999237060547,25.719999313354492,26.1299991607666,27526300
2013-07-23,26.100000381469727,26.1299991607666,25.969999313354492,26.299999237060547,28221600
2013-07-24,26.31999969482422,26.510000228881836,26.049999237060547,26.530000686645508,82635600
2013-07-25,33.540000915527344,34.36000061035156,32.75,34.880001068115234,365457900
2013-07-26,33.77000045776367,34.0099983215332,33.560001373291016,34.72999954223633,136028900
2013-07-29,34.06999969482422,35.43000030517578,34.0099983215332,35.630001068115234,124718800
2013-07-30,35.650001525878906,37.630001068115234,35.31999969482422,37.959999084472656,173582800
2013-07-31,37.959999084472656,36.79999923706055,36.33000183105469,38.310001373291016,154828700
2013-08-01,37.29999923706055,37.4900016784668,36.91999816894531,38.290000915527344,106066500
2013-08-02,37.65999984741211,38.04999923706055,37.5,38.4900016784668,73058500
2013-08-05,38.43000030517578,39.189998626708984,38.25,39.31999969482422,79994800
2013-08-06,39.11000061035156,38.54999923706055,37.939998626708984,39.25,63950800
2013-08-07,38.61000061035156,38.869998931884766,37.70000076293945,38.939998626708984,68854800
2013-08-08,39.130001068115234,38.540000915527344,38.43000030517578,39.189998626708984,41301000
2013-08-09,38.59000015258789,38.5,38.0099983215332,38.7400016784668,43532300
2013-08-12,38.20000076293945,38.220001220703125,38.099998474121094,38.5,31161000
2013-08-13,38.2400016784668,37.02000045776367,36.77000045776367,38.31999969482422,65379200
2013-08-14,36.83000183105469,36.650001525878906,36.619998931884766,37.54999923706055,48423900
2013-08-15,36.36000061035156,36.560001373291016,36.02000045776367,37.06999969482422,56521100
2013-08-16,36.970001220703125,37.08000183105469,36.900001525878906,37.4900016784668,45840800
2013-08-19,37.43000030517578,37.810001373291016,37.13999938964844,38.279998779296875,57609600
2013-08-20,38.349998474121094,38.40999984741211,37.689998626708984,38.58000183105469,57995200
2013-08-21,38.380001068115234,38.31999969482422,38.150001525878906,38.849998474121094,46116900
2013-08-22,38.369998931884766,38.54999923706055,38.34000015258789,38.75,21931200
2013-08-23,39.0,40.54999923706055,38.93000030517578,40.630001068115234,86442300
2013-08-26,40.900001525878906,41.34000015258789,40.619998931884766,41.939998626708984,94162400
2013-08-27,40.68000030517578,39.63999938964844,39.41999816894531,41.20000076293945,72695100
2013-08-28,39.959999084472656,40.54999923706055,39.880001068115234,40.849998474121094,57918200
2013-08-29,40.88999938964844,41.279998779296875,40.79999923706055,41.779998779296875,58303400
2013-08-30,42.02000045776367,41.290000915527344,41.060001373291016,42.2599983215332,67735100
2013-09-03,41.84000015258789,41.869998931884766,41.5099983215332,42.15999984741211,48774900
2013-09-04,42.0099983215332,41.779998779296875,41.439998626708984,42.16999816894531,42581900
2013-09-05,41.790000915527344,42.65999984741211,41.77000045776367,42.77000045776367,50035400
2013-09-06,43.09000015258789,43.95000076293945,42.400001525878906,44.61000061035156,117535700
2013-09-09,44.36000061035156,44.040000915527344,43.70000076293945,44.790000915527344,75794700
2013-09-10,44.2400016784668,43.599998474121094,43.22999954223633,44.2599983215332,54540300
2013-09-11,43.38999938964844,45.040000915527344,43.11000061035156,45.09000015258789,72328300
2013-09-12,45.529998779296875,44.75,44.650001525878906,45.619998931884766,68072300
2013-09-13,45.040000915527344,44.310001373291016,43.93000030517578,45.08000183105469,52765300
2013-09-16,44.849998474121094,42.5099983215332,42.43000030517578,44.939998626708984,70424200
