Date,spgopen,spgclose,spglow,spghigh,spgvolume
2008-01-02,80.7206039428711,79.70893096923828,78.45594024658203,81.33317565917969,2229400.0
2008-01-03,80.01522064208984,77.8990478515625,77.58348083496094,80.93407440185547,2477300.0
2008-01-04,77.30503845214844,73.84306335449219,73.2490463256836,77.44425964355469,5350600.0
2008-01-07,74.43708038330078,75.38378143310547,72.47869110107422,76.1819839477539,3047200.0
2008-01-08,75.6436538696289,71.81971740722656,71.63407897949219,77.92689514160156,3529600.0
2008-01-09,71.7269058227539,74.0194091796875,70.06552124023438,74.09365844726562,4065700.0
2008-01-10,73.32330322265625,75.86640930175781,71.42989349365234,77.79695129394531,4233200.0
2008-01-11,75.31881713867188,76.13557434082031,73.80593872070312,77.28646850585938,4071400.0
2008-01-14,76.90593719482422,75.82000732421875,73.80593872070312,77.51850891113281,2234300.0
2008-01-15,74.27928161621094,73.48108673095703,72.61791229248047,74.82689666748047,2731900.0
2008-01-16,73.04486083984375,74.55772399902344,72.9613265991211,76.07060241699219,2984800.0
2008-01-17,74.64126586914062,73.82449340820312,72.48797607421875,75.6436538696289,3616800.0
2008-01-18,74.48348236083984,72.58078002929688,70.93797302246094,75.57868957519531,3393400.0
2008-01-22,69.6478500366211,77.58348083496094,69.42510223388672,78.65084075927734,6413300.0
2008-01-23,76.55323791503906,83.70922088623047,76.10772705078125,84.07120513916016,5879400.0
2008-01-24,82.74395751953125,81.490966796875,80.4421615600586,83.718505859375,3666300.0
2008-01-25,82.11282348632812,80.36790466308594,79.69964599609375,83.33796691894531,2867300.0
2008-01-28,80.32150268554688,82.21491241455078,78.37240600585938,82.37269592285156,2814300.0
2008-01-29,82.57688903808594,81.41671752929688,79.91311645507812,82.76251983642578,2564300.0
2008-01-30,81.23108673095703,80.60922241210938,79.82029724121094,84.60952758789062,3029300.0
2008-01-31,80.4607162475586,82.9574203491211,78.84574890136719,82.9574203491211,3000200.0
2008-02-01,82.92030334472656,88.63766479492188,82.92030334472656,88.87898254394531,4223600.0
2008-02-04,88.64694213867188,87.39395141601562,86.02957916259766,88.90682983398438,2992400.0
2008-02-05,86.02030181884766,82.51191711425781,82.35414123535156,86.02030181884766,3348100.0
2008-02-06,82.79035949707031,79.90383911132812,79.82029724121094,83.09664916992188,3060100.0
2008-02-07,79.30982208251953,81.2682113647461,78.2238998413086,81.2682113647461,3122300.0
2008-02-08,80.51640319824219,77.83407592773438,76.19126892089844,80.85054016113281,2746500.0
2008-02-11,77.96401977539062,77.59275817871094,76.2005386352539,79.19844818115234,1988500.0
2008-02-12,78.27030181884766,79.88528442382812,77.9547348022461,80.28437042236328,1931800.0
2008-02-13,80.3400650024414,79.05921936035156,77.3328857421875,81.43527221679688,2789600.0
2008-02-14,79.62539672851562,78.50233459472656,77.82479858398438,79.69036102294922,2686400.0
2008-02-15,78.34455871582031,78.43737030029297,76.52539825439453,78.91072845458984,1982100.0
2008-02-19,78.66012573242188,77.37928009033203,76.51611328125,79.87599182128906,1546500.0
2008-02-20,76.55323791503906,78.86431884765625,76.2376708984375,78.86431884765625,1471600.0
2008-02-21,78.90144348144531,77.71341705322266,77.063720703125,79.62539672851562,2764800.0
2008-02-22,78.18677520751953,79.70893096923828,76.62748718261719,79.70893096923828,2056700.0
2008-02-25,79.58827209472656,82.75322723388672,78.20533752441406,82.8831787109375,2708100.0
2008-02-26,82.26131439208984,82.0107192993164,81.32389831542969,82.81820678710938,2684800.0
2008-02-27,81.66730499267578,81.4445571899414,80.6741943359375,82.48407745361328,1686100.0
2008-02-28,80.59994506835938,79.62539672851562,79.5604248046875,81.08258056640625,1497100.0
2008-02-29,78.88287353515625,77.77838897705078,77.45352935791016,79.40263366699219,2067900.0
2008-03-03,77.53707122802734,78.81790161132812,76.52539825439453,78.81790161132812,3158200.0
2008-03-04,77.93616485595703,79.4954605102539,77.51850891113281,80.1729965209961,3071100.0
2008-03-05,80.395751953125,80.37718200683594,79.0499496459961,81.5559310913086,2124700.0
2008-03-06,79.82958984375,76.44185638427734,76.20983123779297,80.22869110107422,2515900.0
2008-03-07,76.29336547851562,78.07539367675781,75.08677673339844,78.59515380859375,2820400.0
2008-03-10,78.00115203857422,76.2376708984375,76.09844970703125,78.27030181884766,1894100.0
2008-03-11,77.80622863769531,82.96671295166016,77.80622863769531,83.24515533447266,3644300.0
2008-03-12,82.05712890625,80.30294036865234,80.03377532958984,83.89485168457031,2848800.0
2008-03-13,78.89215850830078,81.96431732177734,77.66700744628906,82.49335479736328,2829000.0
2008-03-14,82.24275970458984,80.03377532958984,77.87120056152344,82.80892181396484,2598200.0
2008-03-17,78.76222229003906,81.50023651123047,78.07539367675781,82.59545135498047,2699900.0
2008-03-18,84.61880493164062,86.67928314208984,82.66970825195312,86.67928314208984,3508100.0
2008-03-19,88.17359161376953,84.841552734375,84.5909652709961,88.17359161376953,3669200.0
2008-03-20,85.28707122802734,88.19214630126953,83.29155731201172,88.38706970214844,3290800.0
2008-03-24,88.45203399658203,86.15953063964844,85.9831771850586,89.35233306884766,4068800.0
2008-03-25,86.02030181884766,88.45203399658203,85.62120056152344,88.61909484863281,2928900.0
2008-03-26,88.164306640625,87.2640151977539,86.92988586425781,88.58197021484375,2202500.0
2008-03-27,87.63526916503906,87.11550903320312,86.88346862792969,89.72358703613281,2500700.0
2008-03-28,87.0134048461914,85.7047348022461,85.3984375,87.75592803955078,2188600.0
2008-03-31,86.22449493408203,86.23377227783203,85.31491088867188,88.36849975585938,2612600.0
2008-04-01,87.93228149414062,92.5451431274414,86.79993438720703,92.57299041748047,3389000.0
