Date,alxopen,alxclose,alxlow,alxhigh,alxvolume
2008-02-28,310.45001220703125,302.0199890136719,299.5,311.0,21200.0
2008-02-29,300.29998779296875,302.45001220703125,298.0199890136719,313.239990234375,19900.0
2008-03-03,302.45001220703125,306.5,296.010009765625,309.8599853515625,13600.0
2008-03-04,305.0,311.9200134277344,302.5799865722656,318.2300109863281,14100.0
2008-03-05,310.95001220703125,313.1700134277344,310.0,313.1700134277344,10700.0
2008-03-06,312.05999755859375,312.5,311.5,314.07000732421875,10500.0
2008-03-07,311.510009765625,310.2300109863281,307.510009765625,315.75,4600.0
2008-03-10,309.4700012207031,302.6199951171875,300.7300109863281,310.2300109863281,4800.0
2008-03-11,308.0,327.70001220703125,305.25,327.70001220703125,13500.0
2008-03-12,320.4599914550781,329.3399963378906,320.4599914550781,335.25,11400.0
2008-03-13,327.3399963378906,337.1499938964844,319.0,337.1499938964844,14000.0
2008-03-14,336.5299987792969,335.8399963378906,329.0,340.6499938964844,12300.0
2008-03-17,335.0,342.4599914550781,332.3399963378906,342.8399963378906,6400.0
2008-03-18,352.0,358.5,348.3399963378906,358.5,12600.0
2008-03-19,358.5,359.42999267578125,358.5,365.0,8600.0
2008-03-20,370.0,375.0,366.0,376.75,28400.0
2008-03-24,376.5,350.1099853515625,348.3599853515625,376.5,16000.0
2008-03-25,351.510009765625,367.69000244140625,346.6099853515625,367.69000244140625,5000.0
2008-03-26,366.29998779296875,366.8999938964844,357.44000244140625,366.8999938964844,6500.0
2008-03-27,365.42999267578125,368.6499938964844,363.3999938964844,368.6499938964844,3700.0
2008-03-28,370.1199951171875,361.5899963378906,361.5899963378906,371.260009765625,2500.0
2008-03-31,360.4800109863281,354.5,354.5,372.0899963378906,10100.0
2008-04-01,356.0,372.3500061035156,356.0,372.9700012207031,9400.0
2008-04-02,371.3500061035156,379.2200012207031,368.8500061035156,379.2200012207031,5200.0
2008-04-03,378.2200012207031,386.0,374.29998779296875,387.3800048828125,9900.0
2008-04-04,386.0,373.95001220703125,372.1499938964844,387.75,7100.0
2008-04-07,374.95001220703125,364.42999267578125,361.70001220703125,382.75,5600.0
2008-04-08,362.9700012207031,363.75,351.4599914550781,364.92999267578125,5900.0
2008-04-09,361.0,357.95001220703125,354.30999755859375,362.0,4000.0
2008-04-10,359.25,358.8999938964844,327.0,366.75,7200.0
2008-04-11,355.0,341.8299865722656,341.8299865722656,355.0,48700.0
2008-04-14,341.5,340.0799865722656,338.3299865722656,347.0799865722656,5800.0
2008-04-15,341.8299865722656,346.989990234375,336.5,347.07000732421875,6100.0
2008-04-16,348.489990234375,370.239990234375,348.489990234375,375.45001220703125,10400.0
2008-04-17,368.3500061035156,370.010009765625,367.0199890136719,376.2300109863281,7600.0
2008-04-18,374.5,374.79998779296875,371.0,380.489990234375,8100.0
2008-04-21,371.0,355.8500061035156,350.0199890136719,372.739990234375,10800.0
2008-04-22,354.8599853515625,349.54998779296875,346.5299987792969,360.1099853515625,8700.0
2008-04-23,350.3299865722656,354.5,347.0,357.3299865722656,7000.0
2008-04-24,352.75,372.510009765625,350.1000061035156,372.6199951171875,6000.0
2008-04-25,373.2900085449219,360.510009765625,355.5199890136719,375.0,11900.0
2008-04-28,358.760009765625,365.489990234375,357.010009765625,367.25,4800.0
2008-04-29,366.95001220703125,356.54998779296875,353.260009765625,366.95001220703125,4600.0
2008-04-30,358.29998779296875,356.29998779296875,352.0,372.2900085449219,10000.0
2008-05-01,358.04998779296875,366.489990234375,358.04998779296875,371.75,8400.0
2008-05-02,364.739990234375,355.0,355.0,369.989990234375,4600.0
2008-05-05,356.75,350.3900146484375,341.260009765625,356.75,6800.0
2008-05-06,348.70001220703125,355.0,348.70001220703125,357.4599914550781,5900.0
2008-05-07,353.04998779296875,343.0,341.45001220703125,356.510009765625,8600.0
2008-05-08,344.95001220703125,337.75,336.0,344.95001220703125,9500.0
2008-05-09,338.0,340.2799987792969,330.0,342.0,3500.0
2008-05-12,342.0299987792969,351.25,338.5400085449219,351.57000732421875,4800.0
2008-05-13,349.5299987792969,358.260009765625,346.0,361.75,6100.0
2008-05-14,359.760009765625,359.70001220703125,359.70001220703125,368.4800109863281,6400.0
2008-05-15,358.0,352.25,349.260009765625,359.75,3500.0
2008-05-16,356.0,346.45001220703125,343.75,356.0,7000.0
2008-05-19,344.70001220703125,339.7799987792969,337.0,344.70001220703125,5100.0
2008-05-20,336.7799987792969,336.69000244140625,331.0299987792969,338.0299987792969,5400.0
2008-05-21,338.19000244140625,329.8500061035156,326.20001220703125,338.19000244140625,4400.0
2008-05-22,329.8500061035156,330.9200134277344,328.0899963378906,335.0899963378906,4200.0
2008-05-23,329.0,330.2200012207031,325.0,331.9700012207031,2100.0
2008-05-27,330.2200012207031,339.75,328.739990234375,339.989990234375,4400.0
2008-05-28,339.75,341.0199890136719,334.75,341.75,2700.0
2008-05-29,339.5799865722656,346.5,339.5199890136719,350.739990234375,4800.0
2008-05-30,346.5,345.0,333.8500061035156,348.0,8900.0
2008-06-02,343.5,333.5,327.5,345.239990234375,7700.0
2008-06-03,335.0,330.0,328.25,338.75,5600.0
2008-06-04,331.5,340.5,331.5,340.5,3400.0
2008-06-05,342.0,355.0199890136719,341.25,355.0199890136719,6100.0
2008-06-06,353.5,345.05999755859375,345.05999755859375,354.739990234375,4400.0
2008-06-09,344.7099914550781,337.5,334.25,346.54998779296875,3600.0
2008-06-10,335.75,337.5,332.25,342.3299865722656,4500.0
2008-06-11,336.0,334.1199951171875,334.1199951171875,336.8800048828125,1100.0
2008-06-12,335.6199951171875,339.0,335.05999755859375,342.8699951171875,8300.0
2008-06-13,339.0,342.5,338.25,342.5,2000.0
2008-06-16,344.0,353.0,344.0,354.5,6000.0
2008-06-17,351.25,351.29998779296875,349.5,354.010009765625,9300.0
2008-06-18,349.79998779296875,346.5,345.489990234375,352.0,6300.0
2008-06-19,344.54998779296875,354.1700134277344,341.04998779296875,354.1700134277344,4200.0
2008-06-20,351.5,361.0,343.2799987792969,361.0,23900.0
2008-06-23,362.75,342.8500061035156,342.8500061035156,364.5,8500.0
2008-06-24,341.1000061035156,330.0,328.6300048828125,341.1000061035156,4900.0
2008-06-25,328.25,324.6000061035156,322.9599914550781,330.0,6800.0
2008-06-26,324.6000061035156,320.25,315.0,324.6000061035156,4000.0
2008-06-27,318.75,312.0899963378906,312.0899963378906,327.55999755859375,18900.0
2008-06-30,313.3399963378906,310.6000061035156,310.010009765625,318.32000732421875,11400.0
2008-07-01,309.0,307.6600036621094,300.4800109863281,310.9100036621094,12400.0
2008-07-02,305.6700134277344,302.010009765625,301.1099853515625,307.4100036621094,10500.0
2008-07-03,302.010009765625,302.79998779296875,300.6000061035156,303.79998779296875,3600.0
2008-07-07,301.6499938964844,292.32000732421875,292.32000732421875,306.239990234375,11800.0
2008-07-08,294.20001220703125,320.5,289.07000732421875,320.5,9800.0
2008-07-09,319.2200012207031,305.5400085449219,305.5400085449219,320.1300048828125,9700.0
2008-07-10,306.32000732421875,309.8699951171875,304.0400085449219,315.7900085449219,6200.0
2008-07-11,306.25,315.04998779296875,304.5,316.5199890136719,7000.0
2008-07-14,316.54998779296875,315.0,313.760009765625,319.5299987792969,4400.0
2008-07-15,313.0799865722656,319.0299987792969,307.1000061035156,324.010009765625,5400.0
2008-07-16,317.80999755859375,311.0,310.6400146484375,320.0,9300.0
2008-07-17,312.1000061035156,318.95001220703125,309.1000061035156,319.0,5000.0
2008-07-18,318.2699890136719,316.29998779296875,315.2900085449219,318.2699890136719,2100.0
2008-07-21,317.57000732421875,323.0,315.010009765625,324.0,4100.0
2008-07-22,323.0,339.70001220703125,321.010009765625,340.0,6500.0
2008-07-23,338.5,343.82000732421875,338.5,347.0899963378906,5900.0
2008-07-24,345.20001220703125,335.3999938964844,332.9599914550781,350.0,6900.0
2008-07-25,350.989990234375,347.3999938964844,342.5799865722656,352.0,9600.0
2008-07-28,349.2900085449219,344.75,342.7099914550781,351.29998779296875,5900.0
2008-07-29,346.70001220703125,359.29998779296875,346.70001220703125,362.54998779296875,7800.0
2008-07-30,361.0,363.0,355.4599914550781,363.1499938964844,6400.0
2008-07-31,361.6000061035156,354.739990234375,354.739990234375,364.95001220703125,4800.0
2008-08-01,353.32000732421875,363.0,350.0400085449219,367.70001220703125,8400.0
2008-08-04,366.4599914550781,373.45001220703125,363.29998779296875,385.8900146484375,19900.0
2008-08-05,379.45001220703125,384.0,367.2099914550781,386.3399963378906,12700.0
2008-08-06,384.8999938964844,388.3500061035156,382.04998779296875,394.05999755859375,13400.0
2008-08-07,385.0,388.29998779296875,381.20001220703125,391.0,8700.0
2008-08-08,389.8500061035156,392.1000061035156,387.3299865722656,395.0,8800.0
2008-08-11,390.1499938964844,394.45001220703125,383.17999267578125,394.95001220703125,13000.0
2008-08-12,392.5,391.95001220703125,386.79998779296875,397.04998779296875,8200.0
2008-08-13,393.5199890136719,392.70001220703125,388.0799865722656,395.0,10400.0
2008-08-14,389.70001220703125,397.989990234375,389.70001220703125,398.0,7400.0
2008-08-15,399.989990234375,391.79998779296875,391.32000732421875,399.989990234375,10100.0
2008-08-18,393.0,384.45001220703125,381.010009765625,395.6400146484375,5400.0
2008-08-19,383.0,382.0,372.5,384.4100036621094,8000.0
2008-08-20,383.9800109863281,387.82000732421875,382.3900146484375,390.9800109863281,7500.0
2008-08-21,386.29998779296875,388.5,382.07000732421875,394.0,6700.0
2008-08-22,390.45001220703125,392.6499938964844,388.239990234375,396.0,7300.0
2008-08-25,391.20001220703125,387.69000244140625,382.0,391.20001220703125,4500.0
2008-08-26,387.69000244140625,384.75,384.5299987792969,388.7300109863281,2700.0
2008-08-27,383.25,391.55999755859375,382.79998779296875,392.25,3700.0
2008-08-28,390.05999755859375,396.9200134277344,390.05999755859375,397.94000244140625,6200.0
2008-08-29,395.0,384.1000061035156,381.6400146484375,395.0,7500.0
2008-09-02,385.6400146484375,387.54998779296875,385.6400146484375,390.3900146484375,4400.0
2008-09-03,389.5,391.3699951171875,389.5,393.29998779296875,4200.0
2008-09-04,389.8500061035156,386.19000244140625,386.19000244140625,391.29998779296875,3000.0
2008-09-05,386.19000244140625,387.0899963378906,384.0799865722656,389.7099914550781,5900.0
2008-09-08,392.0,395.0,388.20001220703125,395.79998779296875,6100.0
2008-09-09,394.25,390.1499938964844,390.1499938964844,398.989990234375,10100.0
2008-09-10,394.0,391.95001220703125,390.0,399.0,8800.0
2008-09-11,390.0,401.9100036621094,387.0,403.9200134277344,8600.0
2008-09-12,403.8500061035156,406.5,400.0,408.45001220703125,5800.0
2008-09-15,404.54998779296875,385.0,385.0,404.54998779296875,6600.0
2008-09-16,386.260009765625,387.5400085449219,371.6300048828125,407.42999267578125,27500.0
2008-09-17,385.6400146484375,369.1000061035156,364.6700134277344,385.6400146484375,23000.0
2008-09-18,370.5799865722656,402.70001220703125,370.5799865722656,402.70001220703125,44300.0
2008-09-19,424.8999938964844,427.20001220703125,400.0,427.20001220703125,41000.0
2008-09-22,420.0,369.510009765625,358.010009765625,431.1000061035156,30600.0
2008-09-23,370.989990234375,362.0,353.0,371.5,10500.0
2008-09-24,363.9800109863281,360.5,358.07000732421875,364.9599914550781,5500.0
2008-09-25,362.45001220703125,368.1099853515625,360.5299987792969,371.8900146484375,3600.0
2008-09-26,366.1499938964844,373.489990234375,356.6000061035156,373.5,7900.0
2008-09-29,371.5199890136719,376.42999267578125,369.57000732421875,379.2900085449219,6500.0
2008-09-30,378.3999938964844,400.0,368.6499938964844,400.0,11100.0
2008-10-01,399.6700134277344,384.6099853515625,384.6099853515625,399.6700134277344,5500.0
2008-10-02,386.54998779296875,375.07000732421875,372.95001220703125,386.54998779296875,6100.0
2008-10-03,377.0199890136719,366.8999938964844,364.9599914550781,377.2300109863281,8400.0
2008-10-06,365.0,356.5,347.7799987792969,365.0,11300.0
2008-10-07,355.0,355.010009765625,352.6300048828125,362.3500061035156,16800.0
2008-10-08,353.7300109863281,356.17999267578125,347.760009765625,357.7799987792969,27800.0
2008-10-09,349.17999267578125,309.2099914550781,309.2099914550781,349.17999267578125,11000.0
2008-10-10,308.0400085449219,335.79998779296875,291.95001220703125,335.79998779296875,21500.0
2008-10-13,340.70001220703125,368.1000061035156,340.70001220703125,368.1000061035156,4100.0
2008-10-14,367.45001220703125,372.20001220703125,360.07000732421875,374.04998779296875,14900.0
2008-10-15,371.45001220703125,358.1000061035156,358.1000061035156,371.45001220703125,15400.0
2008-10-16,360.04998779296875,365.6700134277344,352.2300109863281,365.67999267578125,11000.0
2008-10-17,357.0,368.5,357.0,368.5,9400.0
2008-10-20,370.45001220703125,364.42999267578125,361.04998779296875,370.45001220703125,10200.0
2008-10-21,360.0,356.20001220703125,356.20001220703125,363.7099914550781,10500.0
2008-10-22,352.70001220703125,340.55999755859375,335.1499938964844,354.6499938964844,8100.0
2008-10-23,342.989990234375,329.8500061035156,321.1600036621094,346.3299865722656,13200.0
2008-10-24,325.0,320.1499938964844,319.1499938964844,335.0,14000.0
2008-10-27,320.8999938964844,300.6000061035156,298.8999938964844,324.04998779296875,8400.0
2008-10-28,303.4599914550781,344.29998779296875,296.1300048828125,344.29998779296875,22000.0
2008-10-29,346.25,342.95001220703125,331.739990234375,351.239990234375,16500.0
2008-10-30,344.8999938964844,340.0,334.5,344.8999938964844,8800.0
2008-10-31,340.0,350.0,338.0,357.0,19600.0
2008-11-03,344.0,360.5400085449219,344.0,360.5400085449219,6500.0
2008-11-04,362.5,370.55999755859375,362.3800048828125,375.92999267578125,9100.0
2008-11-05,370.25,336.3699951171875,336.3699951171875,370.25,13800.0
2008-11-06,334.45001220703125,321.1499938964844,317.1499938964844,334.45001220703125,10200.0
2008-11-07,323.1000061035156,342.6000061035156,321.1499938964844,342.6000061035156,7900.0
2008-11-10,347.54998779296875,334.70001220703125,334.70001220703125,351.45001220703125,6800.0
2008-11-11,334.70001220703125,324.25,323.6199951171875,335.95001220703125,15800.0
2008-11-12,320.5,310.45001220703125,310.45001220703125,320.6199951171875,14100.0
2008-11-13,312.3999938964844,338.42999267578125,306.0400085449219,338.8500061035156,22600.0
2008-11-14,336.5,323.0,323.0,344.30999755859375,12500.0
2008-11-17,323.0,310.4800109863281,310.0799865722656,323.0,13300.0
2008-11-18,311.2300109863281,269.989990234375,258.0,311.6700134277344,36200.0
2008-11-19,269.989990234375,233.3800048828125,231.1199951171875,269.989990234375,25200.0
2008-11-20,221.3800048828125,182.74000549316406,182.13999938964844,225.27999877929688,35700.0
2008-11-21,185.0,171.0500030517578,133.0500030517578,188.89999389648438,71900.0
2008-11-24,175.5,203.35000610351562,170.0,211.9499969482422,20600.0
2008-11-25,205.3000030517578,214.08999633789062,199.00999450683594,215.97999572753906,19000.0
2008-11-26,207.08999633789062,206.99000549316406,196.25,207.08999633789062,14600.0
2008-11-28,205.02999877929688,212.8000030517578,205.02999877929688,213.02999877929688,5300.0
2008-12-01,203.8000030517578,164.3300018310547,159.3300018310547,205.75,18600.0
2008-12-02,164.3699951171875,195.0,153.25999450683594,204.32000732421875,29700.0
2008-12-03,188.0,193.83999633789062,176.32000732421875,213.42999267578125,35400.0
2008-12-04,191.88999938964844,189.41000366210938,182.52000427246094,207.49000549316406,13800.0
2008-12-05,189.41000366210938,202.1699981689453,185.4499969482422,202.22999572753906,14000.0
2008-12-08,210.1699981689453,218.7100067138672,208.22000122070312,227.6199951171875,22200.0
2008-12-09,216.75,211.05999755859375,208.83999633789062,232.9499969482422,20700.0
2008-12-10,213.00999450683594,218.75,205.17999267578125,220.94000244140625,14300.0
2008-12-11,218.75,230.9499969482422,214.8000030517578,235.4499969482422,28800.0
2008-12-12,230.94000244140625,256.0,227.0,262.8800048828125,24900.0
2008-12-15,256.0,264.5,249.25,274.739990234375,18600.0
2008-12-16,266.45001220703125,289.6000061035156,266.45001220703125,291.70001220703125,11500.0
2008-12-17,289.0,282.0,275.3299865722656,297.3999938964844,18200.0
2008-12-18,285.010009765625,256.8999938964844,255.0,287.20001220703125,20200.0
2008-12-19,269.0,275.0,256.0,285.6600036621094,34700.0
2008-12-22,272.0,254.5,242.25999450683594,273.010009765625,19900.0
2008-12-23,252.5500030517578,251.35000610351562,249.9499969482422,263.32000732421875,11700.0
2008-12-24,253.3300018310547,252.6199951171875,251.39999389648438,258.3999938964844,5300.0
2008-12-26,251.72000122070312,258.0,251.0,258.4200134277344,3800.0
2008-12-29,254.0,249.85000610351562,243.10000610351562,254.0,9200.0
2008-12-30,251.8000030517578,258.989990234375,247.89999389648438,260.0,5600.0
2008-12-31,260.95001220703125,254.89999389648438,250.1300048828125,260.95001220703125,14500.0
2009-01-02,256.8800048828125,249.97000122070312,249.97000122070312,266.92999267578125,8600.0
2009-01-05,250.75,234.39999389648438,230.3000030517578,251.64999389648438,18500.0
2009-01-06,235.4499969482422,238.5500030517578,232.4499969482422,245.83999633789062,18100.0
2009-01-07,234.5500030517578,223.83999633789062,219.36000061035156,234.5500030517578,14300.0
2009-01-08,220.83999633789062,227.00999450683594,216.9499969482422,229.9499969482422,13800.0
2009-01-09,226.52000427246094,215.0,215.0,228.47000122070312,15900.0
2009-01-12,213.0500030517578,213.0500030517578,211.07000732421875,218.91000366210938,16900.0
2009-01-13,212.3000030517578,218.60000610351562,212.3000030517578,222.77999877929688,10600.0
2009-01-14,214.60000610351562,198.24000549316406,192.22000122070312,214.60000610351562,20500.0
2009-01-15,197.75999450683594,202.10000610351562,183.14999389648438,207.16000366210938,19100.0
2009-01-16,202.6999969482422,206.64999389648438,198.19000244140625,208.5,11900.0
2009-01-20,204.6999969482422,198.0,196.0,204.6999969482422,16000.0
2009-01-21,201.0800018310547,213.6999969482422,201.0800018310547,215.5399932861328,17100.0
2009-01-22,212.52000427246094,205.25,205.25,220.6199951171875,14100.0
2009-01-23,200.60000610351562,197.0,197.0,204.5,18000.0
2009-01-26,198.10000610351562,195.02999877929688,186.80999755859375,201.0,16200.0
2009-01-27,195.02999877929688,195.89999389648438,191.57000732421875,204.77999877929688,13700.0
2009-01-28,205.85000610351562,207.36000061035156,197.8800048828125,209.36000061035156,16100.0
2009-01-29,204.7899932861328,199.0,196.7100067138672,205.61000061035156,9900.0
2009-01-30,200.60000610351562,192.44000244140625,191.02000427246094,202.89999389648438,17000.0
2009-02-02,190.4499969482422,199.00999450683594,186.89999389648438,199.41000366210938,11000.0
2009-02-03,199.0,193.99000549316406,189.92999267578125,201.89999389648438,9800.0
2009-02-04,193.9600067138672,196.5,190.10000610351562,199.75999450683594,9800.0
2009-02-05,195.75,195.9499969482422,191.39999389648438,198.97999572753906,9800.0
2009-02-06,194.35000610351562,201.38999938964844,192.08999633789062,201.97000122070312,8600.0
2009-02-09,199.44000244140625,200.27999877929688,196.1699981689453,200.27999877929688,2500.0
2009-02-10,200.0,190.72999572753906,189.19000244140625,200.0,9500.0
2009-02-11,191.47999572753906,192.57000732421875,191.47999572753906,196.0,6900.0
2009-02-12,190.6699981689453,184.55999755859375,171.0500030517578,190.6699981689453,9000.0
2009-02-13,184.55999755859375,174.97000122070312,173.66000366210938,184.55999755859375,5000.0
2009-02-17,168.0,156.82000732421875,156.3000030517578,170.0,18500.0
2009-02-18,158.47999572753906,155.4199981689453,145.7100067138672,158.47999572753906,20300.0
2009-02-19,157.3699951171875,150.7100067138672,147.77000427246094,163.22000122070312,12500.0
2009-02-20,147.1999969482422,146.49000549316406,140.0,149.19000244140625,18600.0
2009-02-23,148.8800048828125,132.05999755859375,125.87999725341797,151.0,25700.0
2009-02-24,130.0800018310547,149.49000549316406,128.77999877929688,151.4499969482422,26700.0
2009-02-25,147.50999450683594,143.8300018310547,141.6199951171875,152.49000549316406,15800.0
2009-02-26,145.02999877929688,141.10000610351562,139.02000427246094,146.3000030517578,21800.0
2009-02-27,139.14999389648438,140.39999389648438,135.77000427246094,147.42999267578125,22100.0
2009-03-02,138.4499969482422,138.02000427246094,135.0,144.0,17200.0
2009-03-03,139.52000427246094,134.0,131.72999572753906,141.92999267578125,19700.0
2009-03-04,135.82000732421875,139.85000610351562,134.97000122070312,145.25,24600.0
2009-03-05,139.10000610351562,137.50999450683594,134.77000427246094,143.75,21300.0
2009-03-06,136.91000366210938,137.82000732421875,133.0,141.60000610351562,17800.0
2009-03-09,137.1999969482422,147.10000610351562,137.07000732421875,148.1199951171875,29400.0
2009-03-10,147.85000610351562,175.3800048828125,147.85000610351562,178.75,28600.0
2009-03-11,173.4199981689453,171.33999633789062,166.24000549316406,178.1999969482422,27400.0
2009-03-12,171.33999633789062,192.60000610351562,167.4499969482422,196.74000549316406,22600.0
2009-03-13,192.60000610351562,185.10000610351562,185.10000610351562,193.27000427246094,16300.0
2009-03-16,185.2899932861328,178.60000610351562,178.00999450683594,190.13999938964844,10500.0
2009-03-17,177.64999389648438,183.5,172.3000030517578,184.80999755859375,17100.0
2009-03-18,183.1300048828125,191.8000030517578,183.0,200.8300018310547,26200.0
2009-03-19,192.47000122070312,183.44000244140625,183.0,193.0,12400.0
2009-03-20,185.91000366210938,166.39999389648438,165.72000122070312,189.8000030517578,26300.0
2009-03-23,174.0,186.67999267578125,174.0,188.0,25700.0
2009-03-24,183.5,169.27000427246094,169.0,198.00999450683594,49400.0
2009-03-25,174.60000610351562,159.89999389648438,155.6999969482422,181.99000549316406,46000.0
2009-03-26,162.0,172.32000732421875,156.0,174.69000244140625,63800.0
2009-03-27,165.5,160.52999877929688,158.00999450683594,168.25999450683594,26700.0
2009-03-30,153.5500030517578,158.44000244140625,149.6300048828125,159.5500030517578,26900.0
2009-03-31,164.0,170.3800048828125,159.7100067138672,176.0500030517578,41800.0
2009-04-01,170.0,161.61000061035156,160.4600067138672,170.0,23700.0
2009-04-02,167.0,169.24000549316406,163.5399932861328,172.44000244140625,32600.0
2009-04-03,169.24000549316406,180.47999572753906,167.52999877929688,181.99000549316406,18800.0
2009-04-06,174.0,178.25,171.5399932861328,181.27999877929688,13600.0
2009-04-07,174.25,171.35000610351562,168.16000366210938,176.0,14900.0
2009-04-08,173.33999633789062,176.5399932861328,170.99000549316406,176.8300018310547,15000.0
2009-04-09,180.25,188.99000549316406,180.25,189.97999572753906,28500.0
2009-04-13,185.0,190.75,183.0,194.3300018310547,16100.0
2009-04-14,184.0,168.1199951171875,165.02000427246094,184.0,36600.0
2009-04-15,167.5800018310547,185.1699981689453,166.57000732421875,187.16000366210938,22400.0
2009-04-16,186.10000610351562,186.72999572753906,178.6199951171875,190.69000244140625,10700.0
2009-04-17,187.75999450683594,186.27000427246094,183.86000061035156,190.0,7900.0
2009-04-20,184.08999633789062,181.3800048828125,176.1199951171875,184.08999633789062,17900.0
2009-04-21,178.0,196.5800018310547,178.0,204.8000030517578,26800.0
2009-04-22,193.0800018310547,197.50999450683594,187.24000549316406,203.58999633789062,20800.0
2009-04-23,196.75999450683594,197.22000122070312,193.4199981689453,199.27000427246094,14700.0
2009-04-24,197.97000122070312,199.99000549316406,196.47000122070312,206.94000244140625,24800.0
2009-04-27,199.16000366210938,198.49000549316406,192.91000366210938,200.39999389648438,21500.0
2009-04-28,196.99000549316406,204.8699951171875,195.0,210.0,27700.0
2009-04-29,205.6199951171875,217.07000732421875,204.1199951171875,221.8699951171875,15700.0
2009-04-30,216.77999877929688,218.0800018310547,211.2100067138672,226.82000732421875,25400.0
2009-05-01,219.97000122070312,224.8300018310547,212.0,228.49000549316406,27600.0
2009-05-04,226.8000030517578,280.8500061035156,226.8000030517578,282.989990234375,44800.0
2009-05-05,274.5,268.42999267578125,268.42999267578125,291.6099853515625,49200.0
2009-05-06,272.42999267578125,264.05999755859375,256.010009765625,284.70001220703125,35500.0
2009-05-07,268.0,250.02999877929688,241.72000122070312,268.5799865722656,15600.0
2009-05-08,254.02999877929688,269.95001220703125,254.02999877929688,273.5,17100.0
2009-05-11,266.1000061035156,263.42999267578125,260.1000061035156,268.760009765625,8900.0
2009-05-12,263.42999267578125,257.6400146484375,254.0,269.739990234375,12600.0
2009-05-13,254.38999938964844,245.0,238.6999969482422,254.99000549316406,21600.0
2009-05-14,245.0,243.97999572753906,240.0,258.8399963378906,25400.0
2009-05-15,243.97999572753906,250.25,238.86000061035156,250.5,29900.0
2009-05-18,252.3699951171875,267.0,252.3699951171875,271.5199890136719,12500.0
2009-05-19,270.0,260.2799987792969,256.3299865722656,270.989990234375,16200.0
2009-05-20,264.2799987792969,255.44000244140625,249.6699981689453,274.1000061035156,17500.0
2009-05-21,252.99000549316406,250.99000549316406,242.5,256.4700012207031,13700.0
2009-05-22,253.64999389648438,245.5,245.5,253.64999389648438,13300.0
2009-05-26,244.75,262.9800109863281,243.99000549316406,262.9800109863281,13600.0
2009-05-27,264.9800109863281,253.11000061035156,246.0,268.9599914550781,11900.0
2009-05-28,257.0,260.7799987792969,248.1300048828125,263.9800109863281,11100.0
2009-05-29,260.5899963378906,270.010009765625,254.88999938964844,270.010009765625,13200.0
