Date,airiopen,airiclose,airilow,airihigh,airivolume
2009-05-19,16.0,16.0,16.0,20.0,100.0
2009-05-20,8.0,12.0,8.0,12.0,100.0
2009-05-21,8.0,12.0,8.0,12.0,0.0
2009-05-22,8.0,16.0,8.0,16.0,0.0
2009-05-26,8.0,16.0,8.0,16.0,0.0
2009-05-27,8.0,12.0,8.0,12.0,0.0
2009-05-28,8.0,8.0,8.0,8.0,0.0
2009-05-29,12.0,8.0,8.0,12.0,0.0
2009-06-01,8.0,8.0,8.0,8.0,0.0
2009-06-02,8.0,8.0,8.0,8.0,0.0
2009-06-03,8.0,8.0,8.0,8.0,0.0
2009-06-04,8.0,8.0,8.0,8.0,0.0
2009-06-05,8.0,8.0,8.0,8.0,0.0
2009-06-08,8.0,8.0,8.0,8.0,0.0
2009-06-09,12.0,12.0,12.0,12.0,0.0
2009-06-10,12.0,12.0,12.0,12.0,0.0
2009-06-11,12.0,12.0,12.0,12.0,0.0
2009-06-12,8.0,12.0,8.0,12.0,100.0
2009-06-15,12.0,12.0,12.0,12.0,0.0
2009-06-16,8.0,12.0,8.0,12.0,0.0
2009-06-17,12.0,12.0,12.0,12.0,0.0
2009-06-18,12.0,12.0,12.0,12.0,0.0
2009-06-19,8.0,8.0,8.0,8.0,0.0
2009-06-22,8.0,8.0,8.0,8.0,0.0
2009-06-23,8.0,8.0,8.0,8.0,0.0
2009-06-24,8.0,8.0,8.0,8.0,0.0
2009-06-25,8.0,8.0,8.0,8.0,0.0
2009-06-26,8.0,12.0,8.0,12.0,0.0
2009-06-29,8.0,12.0,8.0,12.0,0.0
2009-06-30,12.0,12.0,12.0,12.0,0.0
2009-07-01,12.0,12.0,12.0,12.0,0.0
2009-07-02,12.0,12.0,12.0,12.0,0.0
2009-07-06,12.0,8.0,8.0,12.0,0.0
2009-07-07,8.0,8.0,8.0,8.0,0.0
2009-07-08,8.0,8.0,8.0,8.0,0.0
2009-07-09,12.0,12.0,12.0,12.0,0.0
2009-07-10,12.0,12.0,12.0,12.0,0.0
2009-07-13,12.0,12.0,12.0,12.0,0.0
2009-07-14,12.0,12.0,12.0,12.0,0.0
2009-07-15,12.0,12.0,12.0,12.0,0.0
2009-07-16,12.0,12.0,12.0,12.0,0.0
2009-07-17,12.0,8.0,8.0,12.0,0.0
2009-07-20,8.0,8.0,8.0,8.0,0.0
2009-07-21,8.0,8.0,8.0,8.0,0.0
2009-07-22,8.0,8.0,8.0,8.0,0.0
2009-07-23,8.0,8.0,8.0,8.0,0.0
2009-07-24,8.0,8.0,8.0,8.0,0.0
2009-07-27,8.0,8.0,8.0,8.0,0.0
2009-07-28,8.0,8.0,8.0,8.0,0.0
2009-07-29,8.0,8.0,8.0,8.0,0.0
2009-07-30,8.0,8.0,8.0,8.0,0.0
2009-07-31,12.0,8.0,8.0,12.0,700.0
2009-08-03,8.0,8.0,8.0,8.0,0.0
2009-08-04,12.0,8.0,8.0,12.0,0.0
2009-08-05,8.0,8.0,8.0,8.0,0.0
2009-08-06,8.0,8.0,8.0,8.0,0.0
2009-08-07,8.0,8.0,8.0,8.0,200.0
2009-08-10,8.0,8.0,8.0,8.0,100.0
2009-08-11,8.0,8.0,8.0,8.0,0.0
2009-08-12,8.0,8.0,8.0,8.0,0.0
2009-08-13,8.0,8.0,8.0,8.0,0.0
2009-08-14,8.0,8.0,8.0,8.0,0.0
2009-08-17,8.0,8.0,8.0,8.0,0.0
2009-08-18,8.0,8.0,8.0,8.0,0.0
2009-08-19,8.0,8.0,8.0,8.0,0.0
2009-08-20,8.0,8.0,8.0,8.0,0.0
2009-08-21,8.0,8.0,8.0,8.0,0.0
2009-08-24,8.0,8.0,8.0,8.0,0.0
2009-08-25,8.0,8.0,8.0,8.0,100.0
2009-08-26,8.0,8.0,8.0,8.0,0.0
2009-08-27,8.0,4.0,4.0,8.0,100.0
2009-08-28,4.0,4.0,4.0,4.0,0.0
2009-08-31,4.0,8.0,4.0,8.0,200.0
2009-09-01,8.0,8.0,8.0,8.0,0.0
2009-09-02,8.0,8.0,8.0,8.0,0.0
2009-09-03,8.0,8.0,8.0,8.0,0.0
2009-09-04,8.0,8.0,8.0,8.0,0.0
2009-09-08,8.0,8.0,8.0,8.0,0.0
2009-09-09,8.0,8.0,8.0,8.0,0.0
2009-09-10,8.0,8.0,8.0,8.0,0.0
2009-09-11,8.0,8.0,8.0,8.0,0.0
2009-09-14,8.0,8.0,8.0,8.0,0.0
2009-09-15,8.0,8.0,8.0,8.0,0.0
2009-09-16,8.0,8.0,8.0,8.0,0.0
2009-09-17,8.0,8.0,8.0,8.0,0.0
2009-09-18,8.0,8.0,8.0,8.0,0.0
2009-09-21,8.0,8.0,8.0,8.0,0.0
2009-09-22,12.0,12.0,8.0,12.0,500.0
2009-09-23,12.0,12.0,12.0,12.0,1200.0
2009-09-24,12.0,12.0,12.0,12.0,200.0
2009-09-25,12.0,12.0,12.0,12.0,300.0
2009-09-28,12.0,12.0,12.0,12.0,0.0
2009-09-29,12.0,12.0,12.0,12.0,0.0
2009-09-30,12.0,12.0,12.0,12.0,0.0
2009-10-01,12.0,12.0,12.0,12.0,200.0
2009-10-02,8.0,8.0,8.0,8.0,0.0
2009-10-05,8.0,8.0,8.0,8.0,0.0
2009-10-06,8.0,8.0,8.0,8.0,0.0
2009-10-07,12.0,12.0,12.0,12.0,0.0
2009-10-08,12.0,20.0,12.0,20.0,300.0
2009-10-09,20.0,16.0,16.0,20.0,0.0
2009-10-12,12.0,20.0,12.0,20.0,0.0
2009-10-13,20.0,20.0,20.0,20.0,0.0
2009-10-14,20.0,16.0,16.0,20.0,400.0
2009-10-15,16.0,12.0,8.0,16.0,300.0
2009-10-16,12.0,12.0,12.0,12.0,0.0
2009-10-19,12.0,12.0,12.0,12.0,0.0
2009-10-20,12.0,12.0,12.0,12.0,0.0
2009-10-21,12.0,12.0,12.0,12.0,0.0
2009-10-22,12.0,12.0,12.0,12.0,0.0
2009-10-23,16.0,12.0,12.0,16.0,300.0
2009-10-26,12.0,20.0,12.0,20.0,0.0
2009-10-27,20.0,20.0,20.0,20.0,0.0
2009-10-28,20.0,20.0,20.0,20.0,0.0
2009-10-29,20.0,20.0,20.0,20.0,0.0
2009-10-30,12.0,12.0,12.0,12.0,0.0
2009-11-02,12.0,12.0,12.0,12.0,0.0
2009-11-03,12.0,12.0,12.0,12.0,0.0
2009-11-04,12.0,12.0,12.0,12.0,0.0
2009-11-05,12.0,12.0,12.0,12.0,0.0
2009-11-06,12.0,12.0,12.0,12.0,0.0
2009-11-09,12.0,12.0,12.0,12.0,0.0
2009-11-10,12.0,8.0,8.0,12.0,200.0
2009-11-11,8.0,8.0,8.0,8.0,0.0
2009-11-12,8.0,8.0,8.0,8.0,0.0
2009-11-13,8.0,4.0,4.0,8.0,200.0
2009-11-16,8.0,8.0,8.0,8.0,0.0
2009-11-17,8.0,8.0,8.0,8.0,0.0
2009-11-18,8.0,8.0,8.0,8.0,0.0
2009-11-19,8.0,8.0,8.0,8.0,0.0
2009-11-20,8.0,8.0,8.0,8.0,0.0
2009-11-23,8.0,8.0,8.0,8.0,0.0
2009-11-24,8.0,8.0,8.0,8.0,0.0
2009-11-25,8.0,8.0,8.0,8.0,0.0
2009-11-27,8.0,8.0,8.0,8.0,0.0
2009-11-30,8.0,8.0,8.0,8.0,0.0
2009-12-01,8.0,8.0,8.0,8.0,0.0
2009-12-02,8.0,8.0,8.0,8.0,0.0
2009-12-03,8.0,8.0,8.0,8.0,0.0
2009-12-04,8.0,8.0,8.0,8.0,0.0
2009-12-07,8.0,8.0,8.0,8.0,0.0
2009-12-08,8.0,8.0,8.0,8.0,0.0
2009-12-09,8.0,8.0,8.0,8.0,0.0
2009-12-10,8.0,8.0,8.0,8.0,0.0
2009-12-11,8.0,8.0,8.0,8.0,0.0
2009-12-14,8.0,8.0,8.0,8.0,0.0
2009-12-15,8.0,8.0,8.0,8.0,0.0
2009-12-16,8.0,8.0,8.0,8.0,0.0
2009-12-17,8.0,8.0,8.0,8.0,0.0
2009-12-18,8.0,8.0,8.0,8.0,0.0
2009-12-21,8.0,8.0,8.0,8.0,100.0
2009-12-22,8.0,8.0,8.0,8.0,0.0
2009-12-23,8.0,8.0,8.0,8.0,0.0
2009-12-24,8.0,8.0,8.0,8.0,0.0
2009-12-28,8.0,8.0,8.0,8.0,0.0
2009-12-29,8.0,8.0,8.0,8.0,0.0
2009-12-30,8.0,8.0,8.0,8.0,0.0
2009-12-31,8.0,4.0,4.0,8.0,200.0
2010-01-04,4.0,4.0,4.0,4.0,0.0
2010-01-05,4.0,4.0,4.0,4.0,0.0
2010-01-06,4.0,4.0,4.0,4.0,0.0
2010-01-07,4.0,4.0,4.0,4.0,0.0
2010-01-08,4.0,4.0,4.0,4.0,0.0
2010-01-11,8.0,8.0,8.0,8.0,100.0
2010-01-12,12.0,12.0,12.0,12.0,100.0
2010-01-13,12.0,12.0,12.0,12.0,0.0
2010-01-14,12.0,12.0,12.0,12.0,0.0
2010-01-15,12.0,12.0,12.0,12.0,0.0
2010-01-19,12.0,12.0,12.0,12.0,0.0
