Date,mktxopen,mktxclose,mktxlow,mktxhigh,mktxvolume
2008-01-02,12.770000457763672,12.279999732971191,12.1899995803833,12.970000267028809,366600.0
2008-01-03,12.270000457763672,12.0,12.0,12.470000267028809,443100.0
2008-01-04,11.859999656677246,11.770000457763672,11.770000457763672,12.329999923706055,341400.0
2008-01-07,11.850000381469727,12.079999923706055,11.84000015258789,12.260000228881836,200200.0
2008-01-08,12.109999656677246,10.630000114440918,10.5600004196167,12.109999656677246,278500.0
2008-01-09,10.5600004196167,10.430000305175781,9.260000228881836,10.65999984741211,667000.0
2008-01-10,10.220000267028809,10.619999885559082,9.8100004196167,10.739999771118164,355200.0
2008-01-11,10.520000457763672,10.449999809265137,10.210000038146973,10.619999885559082,191600.0
2008-01-14,10.550000190734863,10.529999732971191,10.430000305175781,10.630000114440918,179500.0
2008-01-15,10.359999656677246,10.930000305175781,10.300000190734863,10.949999809265137,188400.0
2008-01-16,10.90999984741211,10.529999732971191,10.420000076293945,10.989999771118164,195400.0
2008-01-17,10.550000190734863,10.109999656677246,10.029999732971191,10.770000457763672,140100.0
2008-01-18,10.050000190734863,10.34000015258789,10.050000190734863,10.789999961853027,252300.0
2008-01-22,9.949999809265137,10.1899995803833,9.800000190734863,10.5600004196167,165400.0
2008-01-23,10.020000457763672,9.789999961853027,9.600000381469727,10.430000305175781,479700.0
2008-01-24,9.829999923706055,9.720000267028809,9.630000114440918,10.109999656677246,171000.0
2008-01-25,9.880000114440918,9.65999984741211,9.569999694824219,10.0,131900.0
2008-01-28,9.65999984741211,9.649999618530273,9.430000305175781,9.770000457763672,127200.0
2008-01-29,9.729999542236328,9.520000457763672,9.470000267028809,9.75,160600.0
2008-01-30,9.449999809265137,9.329999923706055,9.329999923706055,9.710000038146973,137800.0
2008-01-31,9.300000190734863,9.449999809265137,9.25,9.59000015258789,153400.0
2008-02-01,9.510000228881836,9.529999732971191,9.260000228881836,9.600000381469727,113900.0
2008-02-04,9.479999542236328,9.479999542236328,9.270000457763672,9.65999984741211,308300.0
2008-02-05,9.260000228881836,9.010000228881836,9.0,9.5,167300.0
2008-02-06,9.239999771118164,9.479999542236328,9.239999771118164,10.239999771118164,831600.0
2008-02-07,9.390000343322754,9.5600004196167,9.369999885559082,9.880000114440918,261700.0
2008-02-08,9.550000190734863,9.550000190734863,9.550000190734863,10.079999923706055,195200.0
2008-02-11,9.569999694824219,9.600000381469727,9.25,10.029999732971191,253000.0
2008-02-12,9.670000076293945,9.75,9.569999694824219,10.010000228881836,215400.0
2008-02-13,9.869999885559082,10.59000015258789,9.84000015258789,10.59000015258789,132700.0
2008-02-14,10.600000381469727,10.0600004196167,9.970000267028809,10.760000228881836,160100.0
2008-02-15,9.569999694824219,9.850000381469727,9.569999694824219,10.210000038146973,75600.0
2008-02-19,10.0,9.829999923706055,9.720000267028809,10.289999961853027,70100.0
2008-02-20,9.760000228881836,9.619999885559082,9.40999984741211,9.84000015258789,109400.0
2008-02-21,9.710000038146973,9.420000076293945,9.399999618530273,10.100000381469727,87800.0
2008-02-22,9.449999809265137,9.369999885559082,9.199999809265137,9.6899995803833,89800.0
2008-02-25,9.350000381469727,9.569999694824219,9.15999984741211,9.6899995803833,50600.0
2008-02-26,9.710000038146973,10.069999694824219,9.6899995803833,10.149999618530273,239600.0
2008-02-27,9.949999809265137,10.0,9.75,10.260000228881836,113000.0
2008-02-28,9.880000114440918,9.899999618530273,9.800000190734863,10.510000228881836,212800.0
2008-02-29,9.770000457763672,9.369999885559082,9.34000015258789,9.850000381469727,155900.0
2008-03-03,9.449999809265137,9.5,9.380000114440918,10.050000190734863,199600.0
2008-03-04,9.380000114440918,9.609999656677246,9.199999809265137,9.75,104900.0
