Date,avnwopen,avnwclose,avnwlow,avnwhigh,avnwvolume
2008-01-02,199.55999755859375,201.0,191.16000366210938,205.44000244140625,12000.0
2008-01-03,205.32000732421875,218.27999877929688,205.32000732421875,225.0,23400.0
2008-01-04,215.75999450683594,206.8800048828125,206.75999450683594,224.39999389648438,17900.0
2008-01-07,207.47999572753906,208.32000732421875,204.72000122070312,216.0,6200.0
2008-01-08,209.75999450683594,197.75999450683594,197.52000427246094,210.47999572753906,13000.0
2008-01-09,197.75999450683594,201.1199951171875,194.52000427246094,201.83999633789062,9700.0
2008-01-10,197.8800048828125,205.8000030517578,197.8800048828125,212.52000427246094,6900.0
2008-01-11,203.75999450683594,198.60000610351562,196.67999267578125,207.1199951171875,5900.0
2008-01-14,200.27999877929688,199.67999267578125,196.55999755859375,203.8800048828125,6400.0
2008-01-15,199.1999969482422,198.24000549316406,193.0800018310547,201.83999633789062,6100.0
2008-01-16,198.0,201.9600067138672,192.60000610351562,204.47999572753906,8800.0
2008-01-17,203.0399932861328,193.55999755859375,192.83999633789062,203.0399932861328,8700.0
2008-01-18,192.36000061035156,189.1199951171875,182.39999389648438,197.8800048828125,14700.0
2008-01-22,177.36000061035156,188.39999389648438,171.83999633789062,190.8000030517578,12600.0
2008-01-23,179.39999389648438,174.0,169.8000030517578,183.24000549316406,20800.0
2008-01-24,175.55999755859375,180.1199951171875,175.1999969482422,185.0399932861328,9700.0
2008-01-25,182.0399932861328,181.32000732421875,177.0,184.0800018310547,4900.0
2008-01-28,181.32000732421875,184.44000244140625,176.39999389648438,186.9600067138672,7900.0
2008-01-29,185.52000427246094,183.83999633789062,177.0,186.60000610351562,6100.0
2008-01-30,182.16000366210938,171.9600067138672,171.83999633789062,188.8800048828125,10600.0
2008-01-31,138.60000610351562,130.67999267578125,121.31999969482422,143.75999450683594,176700.0
2008-02-01,131.0399932861328,130.8000030517578,128.52000427246094,133.44000244140625,48800.0
2008-02-04,135.47999572753906,133.8000030517578,130.32000732421875,140.75999450683594,21400.0
2008-02-05,131.0399932861328,131.39999389648438,129.9600067138672,134.52000427246094,14700.0
2008-02-06,132.60000610351562,130.32000732421875,129.72000122070312,135.60000610351562,14800.0
2008-02-07,129.60000610351562,129.60000610351562,129.0,134.27999877929688,9200.0
2008-02-08,129.47999572753906,124.08000183105469,121.80000305175781,134.27999877929688,12000.0
2008-02-11,124.68000030517578,120.72000122070312,119.16000366210938,126.72000122070312,22300.0
2008-02-12,121.19999694824219,124.44000244140625,119.4000015258789,127.68000030517578,15900.0
2008-02-13,126.12000274658203,126.72000122070312,120.23999786376953,128.8800048828125,8700.0
2008-02-14,127.31999969482422,125.04000091552734,123.12000274658203,133.55999755859375,13100.0
2008-02-15,124.08000183105469,125.4000015258789,122.4000015258789,125.76000213623047,6400.0
2008-02-19,126.4800033569336,123.4800033569336,121.44000244140625,127.68000030517578,7900.0
2008-02-20,122.87999725341797,126.72000122070312,122.87999725341797,130.0800018310547,8500.0
2008-02-21,127.68000030517578,121.55999755859375,121.08000183105469,127.68000030517578,24500.0
2008-02-22,121.55999755859375,121.44000244140625,116.76000213623047,126.0,14300.0
2008-02-25,121.68000030517578,123.0,118.55999755859375,124.68000030517578,8300.0
2008-02-26,121.91999816894531,128.75999450683594,121.91999816894531,132.9600067138672,10900.0
2008-02-27,127.19999694824219,130.67999267578125,126.72000122070312,132.9600067138672,6700.0
2008-02-28,129.83999633789062,127.19999694824219,126.5999984741211,136.55999755859375,14000.0
2008-02-29,125.4000015258789,120.4800033569336,117.0,125.63999938964844,35200.0
2008-03-03,120.83999633789062,121.31999969482422,117.72000122070312,123.95999908447266,14200.0
2008-03-04,119.76000213623047,117.72000122070312,114.72000122070312,119.76000213623047,14100.0
2008-03-05,118.31999969482422,122.04000091552734,115.68000030517578,125.04000091552734,10000.0
2008-03-06,121.19999694824219,116.16000366210938,115.19999694824219,122.16000366210938,6400.0
2008-03-07,114.72000122070312,114.83999633789062,113.27999877929688,119.4000015258789,17000.0
2008-03-10,115.68000030517578,113.87999725341797,113.27999877929688,117.4800033569336,14100.0
2008-03-11,115.80000305175781,117.12000274658203,110.76000213623047,118.19999694824219,8800.0
2008-03-12,117.36000061035156,115.08000183105469,113.4000015258789,118.19999694824219,11100.0
2008-03-13,113.5199966430664,111.5999984741211,109.08000183105469,114.5999984741211,10500.0
2008-03-14,112.55999755859375,104.63999938964844,103.19999694824219,112.68000030517578,16000.0
2008-03-17,102.5999984741211,102.72000122070312,102.5999984741211,107.27999877929688,7800.0
2008-03-18,105.83999633789062,106.08000183105469,102.36000061035156,108.4800033569336,15700.0
2008-03-19,108.72000122070312,108.23999786376953,107.27999877929688,112.68000030517578,14900.0
2008-03-20,110.04000091552734,109.31999969482422,105.95999908447266,110.04000091552734,34600.0
2008-03-24,109.91999816894531,118.19999694824219,109.31999969482422,118.55999755859375,17900.0
2008-03-25,117.95999908447266,119.04000091552734,117.72000122070312,120.36000061035156,4300.0
2008-03-26,118.31999969482422,120.23999786376953,115.08000183105469,120.23999786376953,4500.0
2008-03-27,120.36000061035156,121.19999694824219,118.68000030517578,127.44000244140625,8900.0
2008-03-28,121.31999969482422,114.83999633789062,114.5999984741211,121.91999816894531,9200.0
2008-03-31,115.19999694824219,120.36000061035156,114.36000061035156,123.83999633789062,8300.0
2008-04-01,123.95999908447266,122.76000213623047,120.5999984741211,126.5999984741211,8000.0
2008-04-02,122.5199966430664,126.0,122.5199966430664,129.24000549316406,6500.0
2008-04-03,125.04000091552734,124.80000305175781,123.83999633789062,126.83999633789062,4500.0
2008-04-04,125.63999938964844,123.23999786376953,121.68000030517578,127.31999969482422,7100.0
2008-04-07,123.83999633789062,121.80000305175781,121.80000305175781,124.44000244140625,5200.0
2008-04-08,120.5999984741211,121.08000183105469,119.16000366210938,121.44000244140625,4200.0
2008-04-09,121.44000244140625,113.5199966430664,112.80000305175781,122.16000366210938,10600.0
2008-04-10,113.27999877929688,110.63999938964844,109.80000305175781,114.5999984741211,13100.0
2008-04-11,109.44000244140625,109.19999694824219,108.5999984741211,111.12000274658203,9600.0
2008-04-14,109.44000244140625,108.72000122070312,107.27999877929688,109.44000244140625,10000.0
2008-04-15,109.44000244140625,112.08000183105469,106.55999755859375,112.08000183105469,7200.0
2008-04-16,112.44000244140625,119.87999725341797,109.08000183105469,119.87999725341797,15000.0
2008-04-17,119.4000015258789,115.68000030517578,114.4800033569336,119.4000015258789,7400.0
2008-04-18,117.4800033569336,116.16000366210938,114.12000274658203,118.44000244140625,19300.0
2008-04-21,115.31999969482422,115.19999694824219,113.63999938964844,116.87999725341797,17400.0
2008-04-22,114.4800033569336,111.36000061035156,108.0,115.55999755859375,5200.0
2008-04-23,111.83999633789062,113.63999938964844,109.55999755859375,114.4800033569336,14300.0
2008-04-24,113.87999725341797,115.08000183105469,111.5999984741211,116.5199966430664,6500.0
2008-04-25,115.80000305175781,114.72000122070312,113.27999877929688,118.31999969482422,16800.0
2008-04-28,115.08000183105469,112.19999694824219,111.12000274658203,115.08000183105469,5200.0
2008-04-29,112.55999755859375,108.72000122070312,106.80000305175781,113.04000091552734,9200.0
2008-04-30,114.4800033569336,113.87999725341797,108.95999908447266,115.80000305175781,29200.0
2008-05-01,113.63999938964844,115.80000305175781,113.5199966430664,118.91999816894531,20600.0
2008-05-02,117.0,115.55999755859375,115.31999969482422,118.91999816894531,23100.0
2008-05-05,114.83999633789062,115.68000030517578,112.91999816894531,116.27999877929688,18200.0
2008-05-06,114.4800033569336,112.55999755859375,111.95999908447266,116.76000213623047,22700.0
2008-05-07,112.91999816894531,108.83999633789062,108.72000122070312,113.63999938964844,12400.0
2008-05-08,108.23999786376953,109.55999755859375,107.04000091552734,110.63999938964844,19300.0
2008-05-09,108.23999786376953,117.5999984741211,108.23999786376953,119.4000015258789,11700.0
2008-05-12,118.08000183105469,116.27999877929688,114.4800033569336,118.08000183105469,12900.0
2008-05-13,116.63999938964844,121.80000305175781,116.63999938964844,122.04000091552734,20100.0
2008-05-14,121.91999816894531,122.63999938964844,121.19999694824219,125.5199966430664,17100.0
2008-05-15,125.04000091552734,125.04000091552734,122.4000015258789,126.95999908447266,16600.0
2008-05-16,125.76000213623047,130.44000244140625,123.23999786376953,131.27999877929688,18100.0
2008-05-19,130.67999267578125,126.95999908447266,125.87999725341797,132.0,11300.0
2008-05-20,126.12000274658203,128.75999450683594,126.12000274658203,130.67999267578125,3900.0
2008-05-21,129.1199951171875,125.76000213623047,124.44000244140625,130.8000030517578,6100.0
2008-05-22,126.4800033569336,128.0399932861328,125.63999938964844,130.8000030517578,6900.0
2008-05-23,127.31999969482422,126.0,123.5999984741211,127.68000030517578,6900.0
2008-05-27,127.19999694824219,129.36000061035156,126.36000061035156,130.8000030517578,7000.0
2008-05-28,130.1999969482422,130.0800018310547,128.39999389648438,131.8800048828125,5300.0
2008-05-29,129.47999572753906,133.55999755859375,126.72000122070312,134.16000366210938,10200.0
2008-05-30,133.55999755859375,134.8800048828125,131.52000427246094,135.0,12200.0
2008-06-02,134.16000366210938,131.39999389648438,130.44000244140625,135.72000122070312,7900.0
2008-06-03,132.24000549316406,132.72000122070312,128.8800048828125,133.55999755859375,6100.0
2008-06-04,131.8800048828125,135.1199951171875,131.8800048828125,136.67999267578125,8900.0
2008-06-05,135.36000061035156,135.0,134.16000366210938,135.83999633789062,12800.0
2008-06-06,133.8000030517578,133.0800018310547,130.9199981689453,135.0,8100.0
2008-06-09,133.0800018310547,130.1999969482422,128.75999450683594,137.27999877929688,8300.0
2008-06-10,128.75999450683594,131.52000427246094,125.76000213623047,132.0,10600.0
2008-06-11,130.9199981689453,128.27999877929688,128.0399932861328,132.0,4100.0
2008-06-12,129.60000610351562,130.1999969482422,129.47999572753906,132.1199951171875,5500.0
2008-06-13,131.75999450683594,135.60000610351562,131.27999877929688,136.55999755859375,6000.0
2008-06-16,134.8800048828125,135.36000061035156,133.32000732421875,135.9600067138672,3400.0
2008-06-17,135.60000610351562,129.72000122070312,128.75999450683594,136.1999969482422,5300.0
2008-06-18,129.0,127.80000305175781,126.83999633789062,130.55999755859375,2700.0
2008-06-19,127.68000030517578,128.8800048828125,124.31999969482422,131.0399932861328,3600.0
2008-06-20,128.39999389648438,126.0,123.36000061035156,128.8800048828125,13400.0
2008-06-23,126.4800033569336,121.31999969482422,120.0,127.91999816894531,5300.0
2008-06-24,120.0,119.63999938964844,118.19999694824219,121.91999816894531,6400.0
2008-06-25,118.91999816894531,121.31999969482422,118.55999755859375,122.87999725341797,4800.0
2008-06-26,119.63999938964844,111.72000122070312,109.91999816894531,119.63999938964844,8800.0
2008-06-27,111.72000122070312,114.95999908447266,110.87999725341797,115.80000305175781,58000.0
2008-06-30,114.72000122070312,113.87999725341797,111.83999633789062,117.72000122070312,9200.0
2008-07-01,112.68000030517578,114.5999984741211,112.68000030517578,118.55999755859375,32900.0
2008-07-02,114.5999984741211,114.95999908447266,113.4000015258789,117.95999908447266,19400.0
2008-07-03,115.44000244140625,113.27999877929688,112.55999755859375,118.31999969482422,5800.0
2008-07-07,113.87999725341797,114.0,110.04000091552734,114.83999633789062,24300.0
2008-07-08,114.36000061035156,120.0,114.36000061035156,121.44000244140625,9200.0
2008-07-09,120.23999786376953,115.08000183105469,114.36000061035156,121.31999969482422,5100.0
2008-07-10,114.83999633789062,117.5999984741211,114.83999633789062,118.19999694824219,4000.0
2008-07-11,116.27999877929688,118.91999816894531,115.31999969482422,120.36000061035156,10000.0
2008-07-14,119.76000213623047,117.12000274658203,115.68000030517578,120.0,6400.0
2008-07-15,115.68000030517578,117.23999786376953,115.68000030517578,118.80000305175781,7500.0
2008-07-16,117.95999908447266,117.5999984741211,115.68000030517578,119.04000091552734,11500.0
2008-07-17,118.31999969482422,115.91999816894531,112.19999694824219,119.87999725341797,28700.0
2008-07-18,116.04000091552734,120.36000061035156,116.04000091552734,123.4800033569336,8000.0
2008-07-21,121.31999969482422,122.04000091552734,120.0,123.4800033569336,4700.0
2008-07-22,121.19999694824219,132.36000061035156,121.19999694824219,132.47999572753906,6200.0
2008-07-23,132.47999572753906,132.36000061035156,130.1999969482422,135.60000610351562,4100.0
2008-07-24,133.1999969482422,131.39999389648438,130.67999267578125,134.63999938964844,4000.0
2008-07-25,132.36000061035156,134.27999877929688,132.36000061035156,135.0,7800.0
2008-07-28,133.67999267578125,125.16000366210938,123.23999786376953,133.67999267578125,18600.0
2008-07-29,125.04000091552734,132.47999572753906,124.31999969482422,134.16000366210938,8200.0
2008-07-30,133.32000732421875,134.8800048828125,131.8800048828125,137.39999389648438,7200.0
2008-07-31,104.76000213623047,88.19999694824219,82.19999694824219,108.36000061035156,277600.0
2008-08-01,91.80000305175781,94.80000305175781,90.4800033569336,100.19999694824219,80000.0
2008-08-04,93.0,96.12000274658203,90.0,100.19999694824219,26400.0
2008-08-05,95.87999725341797,98.16000366210938,93.83999633789062,98.63999938964844,11900.0
2008-08-06,97.55999755859375,96.23999786376953,92.04000091552734,97.55999755859375,11900.0
2008-08-07,95.27999877929688,93.4800033569336,92.27999877929688,97.31999969482422,16900.0
