Date,ibmopen,ibmclose,ibmlow,ibmhigh,ibmvolume
2008-01-02,108.98999786376953,104.69000244140625,104.16999816894531,108.98999786376953,9503500.0
2008-01-03,104.83000183105469,104.9000015258789,103.9800033569336,105.56999969482422,7528900.0
2008-01-04,103.94999694824219,101.12999725341797,100.4800033569336,103.94999694824219,11034600.0
2008-01-07,100.25,100.05000305175781,99.02999877929688,101.0,12650400.0
2008-01-08,100.05000305175781,97.58999633789062,97.16999816894531,100.37999725341797,9434400.0
2008-01-09,97.76000213623047,98.30999755859375,97.16000366210938,99.1500015258789,10922100.0
2008-01-10,97.38999938964844,99.91999816894531,97.1500015258789,100.86000061035156,10634700.0
2008-01-11,99.19999694824219,97.66999816894531,97.04000091552734,99.45999908447266,8959900.0
2008-01-14,105.01000213623047,102.93000030517578,101.33000183105469,105.58999633789062,18009400.0
2008-01-15,102.02999877929688,101.83000183105469,101.2300033569336,104.63999938964844,11629500.0
2008-01-16,100.13999938964844,101.62999725341797,100.13999938964844,102.86000061035156,12681700.0
2008-01-17,102.0,101.0999984741211,100.05000305175781,103.44999694824219,11934000.0
2008-01-18,106.72000122070312,103.4000015258789,102.5,106.72000122070312,23871700.0
2008-01-22,98.55000305175781,101.22000122070312,98.55000305175781,103.08999633789062,15129500.0
2008-01-23,99.62999725341797,106.0999984741211,98.5,106.33999633789062,19588100.0
2008-01-24,106.37999725341797,106.91000366210938,104.68000030517578,107.51000213623047,13025700.0
2008-01-25,107.79000091552734,104.5199966430664,104.0999984741211,107.79000091552734,10025400.0
2008-01-28,104.44000244140625,104.9800033569336,103.83000183105469,105.7699966430664,7858500.0
2008-01-29,105.5,106.0999984741211,104.5999984741211,106.80000305175781,6616200.0
2008-01-30,105.8499984741211,105.6500015258789,104.86000061035156,107.6500015258789,7431100.0
2008-01-31,104.20999908447266,107.11000061035156,103.69999694824219,107.97000122070312,9054600.0
2008-02-01,107.16000366210938,109.08000183105469,105.86000061035156,109.4000015258789,8047100.0
2008-02-04,108.66999816894531,107.93000030517578,107.2300033569336,109.0,5985500.0
2008-02-05,107.05999755859375,105.0199966430664,104.68000030517578,108.05000305175781,9048900.0
2008-02-06,105.05000305175781,103.58999633789062,103.58000183105469,106.48999786376953,8265700.0
2008-02-07,102.88999938964844,102.33999633789062,100.5999984741211,104.0,11255800.0
2008-02-08,102.19000244140625,103.2699966430664,102.06999969482422,103.66999816894531,6085600.0
2008-02-11,103.05000305175781,105.13999938964844,102.87000274658203,105.55000305175781,6098300.0
2008-02-12,105.16000366210938,106.52999877929688,104.69999694824219,107.33000183105469,7650200.0
2008-02-13,107.12999725341797,108.41999816894531,106.80000305175781,108.93000030517578,6608200.0
2008-02-14,107.94000244140625,106.12999725341797,105.5,108.5,7340600.0
2008-02-15,105.2699966430664,106.16000366210938,105.0,106.25,6235600.0
2008-02-19,106.94000244140625,105.0,104.63999938964844,107.62000274658203,7376400.0
2008-02-20,105.43000030517578,107.8499984741211,104.52999877929688,108.20999908447266,7671000.0
2008-02-21,108.0999984741211,106.93000030517578,106.43000030517578,109.5999984741211,8328000.0
2008-02-22,107.13999938964844,108.06999969482422,105.70999908447266,108.4800033569336,7917200.0
2008-02-25,107.43000030517578,110.08000183105469,107.43000030517578,110.31999969482422,8158000.0
2008-02-26,109.5199966430664,114.37999725341797,109.05000305175781,114.98999786376953,18651500.0
2008-02-27,113.83999633789062,116.45999908447266,112.91000366210938,116.62999725341797,11854900.0
2008-02-28,115.5999984741211,115.23999786376953,114.55999755859375,115.9000015258789,7227200.0
2008-02-29,114.04000091552734,113.86000061035156,113.3499984741211,115.13999938964844,8475100.0
2008-03-03,113.86000061035156,114.2300033569336,113.4800033569336,114.80999755859375,6335700.0
2008-03-04,113.4000015258789,115.70999908447266,112.75,115.72000122070312,8593300.0
2008-03-05,116.41000366210938,115.38999938964844,114.25,116.41000366210938,8434200.0
2008-03-06,115.05999755859375,112.5199966430664,112.25,115.1500015258789,8018400.0
2008-03-07,111.8499984741211,113.94000244140625,111.80000305175781,114.75,8124900.0
2008-03-10,113.12000274658203,114.01000213623047,113.12000274658203,115.98999786376953,9747300.0
2008-03-11,115.80000305175781,116.48999786376953,114.04000091552734,116.55999755859375,10480600.0
2008-03-12,116.44000244140625,117.06999969482422,115.11000061035156,118.0,9083200.0
2008-03-13,115.69000244140625,115.91000366210938,113.63999938964844,116.77999877929688,9548900.0
2008-03-14,116.06999969482422,115.2300033569336,112.69000244140625,116.5199966430664,9734600.0
2008-03-17,113.0,115.55000305175781,113.0,117.04000091552734,9280300.0
2008-03-18,116.5999984741211,118.41000366210938,113.80999755859375,118.43000030517578,9966500.0
2008-03-19,118.29000091552734,116.94000244140625,116.6500015258789,118.5,9314400.0
2008-03-20,117.08999633789062,118.33000183105469,116.6500015258789,118.4800033569336,11417900.0
2008-03-24,118.56999969482422,119.05999755859375,118.12999725341797,119.79000091552734,8398000.0
2008-03-25,119.0999984741211,117.97000122070312,117.1500015258789,119.0999984741211,8443600.0
2008-03-26,117.58999633789062,116.91000366210938,114.95999908447266,117.97000122070312,9617100.0
2008-03-27,116.0199966430664,115.5199966430664,114.51000213623047,116.19999694824219,8437200.0
2008-03-28,115.86000061035156,114.56999969482422,114.20999908447266,116.75,6600900.0
2008-03-31,114.1500015258789,115.13999938964844,113.33999633789062,115.87000274658203,9707200.0
2008-04-01,115.19999694824219,116.48999786376953,114.97000122070312,118.37000274658203,11875400.0
2008-04-02,116.83999633789062,114.80999755859375,113.9800033569336,116.87999725341797,8007600.0
2008-04-03,114.3499984741211,116.0199966430664,113.86000061035156,116.81999969482422,7052900.0
2008-04-04,116.05000305175781,115.76000213623047,114.5999984741211,116.58000183105469,5733200.0
2008-04-07,116.37000274658203,116.30999755859375,115.81999969482422,117.37000274658203,6181200.0
2008-04-08,115.72000122070312,116.2699966430664,115.27999877929688,116.87999725341797,7283300.0
2008-04-09,116.5,116.7699966430664,115.72000122070312,117.72000122070312,6819100.0
2008-04-10,116.93000030517578,118.77999877929688,116.87999725341797,119.22000122070312,9149300.0
2008-04-11,117.30999755859375,116.0,115.51000213623047,117.80000305175781,9556800.0
2008-04-14,116.19999694824219,117.27999877929688,115.94999694824219,117.94000244140625,7745600.0
2008-04-15,117.0999984741211,117.16999816894531,115.54000091552734,117.66999816894531,8642000.0
2008-04-16,118.1500015258789,120.47000122070312,117.16999816894531,120.47000122070312,19317700.0
2008-04-17,122.38999938964844,123.08000183105469,120.69999694824219,123.72000122070312,18999100.0
2008-04-18,123.91999816894531,124.4000015258789,123.1500015258789,125.0,12490800.0
2008-04-21,123.62000274658203,124.3499984741211,122.05000305175781,124.51000213623047,6952800.0
2008-04-22,123.87000274658203,123.66999816894531,123.01000213623047,124.3499984741211,5417500.0
2008-04-23,123.69000244140625,123.5999984741211,122.63999938964844,124.77999877929688,7593300.0
2008-04-24,123.37999725341797,124.19000244140625,122.7300033569336,124.9000015258789,5996700.0
2008-04-25,124.5,123.08000183105469,122.05999755859375,124.5,6313400.0
2008-04-28,122.61000061035156,121.69000244140625,121.63999938964844,123.05000305175781,5605200.0
2008-04-29,122.04000091552734,122.8499984741211,122.04000091552734,123.19999694824219,7226000.0
2008-04-30,123.33999633789062,120.69999694824219,120.5,123.5,8128300.0
2008-05-01,121.05999755859375,123.61000061035156,121.05999755859375,124.43000030517578,8230200.0
2008-05-02,123.30000305175781,123.18000030517578,121.76000213623047,124.0,6916600.0
2008-05-05,122.29000091552734,122.02999877929688,121.73999786376953,123.25,6359300.0
2008-05-06,121.5,122.81999969482422,120.77999877929688,123.33999633789062,5910400.0
2008-05-07,122.77999877929688,124.13999938964844,122.41000366210938,124.9800033569336,11406800.0
2008-05-08,124.19999694824219,124.91999816894531,123.69999694824219,125.16999816894531,9794000.0
2008-05-09,124.37000274658203,124.05999755859375,123.62999725341797,124.6500015258789,5502900.0
2008-05-12,123.81999969482422,125.23999786376953,123.55999755859375,125.98999786376953,8666800.0
2008-05-13,125.12000274658203,126.58000183105469,125.02999877929688,126.69999694824219,9693400.0
2008-05-14,126.5199966430664,127.5199966430664,126.19999694824219,128.8300018310547,8888300.0
2008-05-15,127.33000183105469,128.4600067138672,126.9000015258789,128.67999267578125,7227900.0
