Date,amznopen,amznclose,amznlow,amznhigh,amznvolume
2008-01-02,95.3499984741211,96.25,94.69999694824219,97.43000030517578,13858700
2008-01-03,96.05999755859375,95.20999908447266,94.5199966430664,97.25,9122500
2008-01-04,93.26000213623047,88.79000091552734,88.5,93.4000015258789,10270000
2008-01-07,88.62000274658203,88.81999969482422,85.47000122070312,90.56999969482422,9981600
2008-01-08,87.55000305175781,87.87999725341797,86.93000030517578,91.83000183105469,12283300
2008-01-09,87.55999755859375,85.22000122070312,80.23999786376953,87.80000305175781,16410900
2008-01-10,83.9800033569336,84.26000213623047,82.97000122070312,85.97000122070312,11609900
2008-01-11,84.02999877929688,81.08000183105469,80.29000091552734,84.02999877929688,10624300
2008-01-14,82.18000030517578,82.87000274658203,78.87000274658203,83.31999969482422,9056100
2008-01-15,80.48999786376953,80.23999786376953,78.51000213623047,81.01000213623047,9655900
2008-01-16,79.58000183105469,80.3499984741211,78.44000244140625,82.36000061035156,12407000
2008-01-17,80.16000366210938,80.12000274658203,79.54000091552734,82.25,9900900
2008-01-18,79.93000030517578,79.76000213623047,78.04000091552734,82.30999755859375,13364300
2008-01-22,73.58000183105469,78.4800033569336,72.22000122070312,79.72000122070312,12822200
2008-01-23,75.5999984741211,73.97000122070312,69.94999694824219,76.80000305175781,20405700
2008-01-24,74.52999877929688,77.66999816894531,74.19000244140625,77.87999725341797,9886600
2008-01-25,78.69000244140625,77.5999984741211,76.33000183105469,81.43000030517578,10027600
2008-01-28,76.91000366210938,75.81999969482422,74.33999633789062,77.4000015258789,8505300
2008-01-29,75.7699966430664,73.94999694824219,72.05999755859375,75.9000015258789,9958000
2008-01-30,73.54000091552734,74.20999908447266,73.25,77.41999816894531,25298700
2008-01-31,68.91000366210938,77.69999694824219,68.83999633789062,78.87000274658203,42885900
2008-02-01,79.0199966430664,74.62999725341797,73.37000274658203,79.4000015258789,16361000
2008-02-04,74.5,73.94999694824219,73.9000015258789,76.66000366210938,9155200
2008-02-05,72.80000305175781,72.08999633789062,72.0,74.20999908447266,9633900
2008-02-06,72.30000305175781,68.48999786376953,68.16999816894531,72.43000030517578,12399500
2008-02-07,67.37000274658203,70.91000366210938,67.22000122070312,72.70999908447266,14501700
2008-02-08,73.4000015258789,73.5,72.5199966430664,74.5999984741211,11700400
2008-02-11,73.13999938964844,75.19000244140625,72.7699966430664,75.95999908447266,7763700
2008-02-12,75.43000030517578,74.44999694824219,73.79000091552734,77.05000305175781,9449000
2008-02-13,74.98999786376953,77.7300033569336,73.2699966430664,78.8499984741211,11070300
2008-02-14,77.7300033569336,75.80000305175781,75.18000030517578,77.87999725341797,7497200
2008-02-15,75.0,72.95999908447266,71.94000244140625,75.19000244140625,11120100
2008-02-19,73.54000091552734,72.08000183105469,71.55000305175781,74.0,7109200
2008-02-20,71.9000015258789,73.63999938964844,71.0999984741211,73.87999725341797,6450700
2008-02-21,73.94000244140625,69.9000015258789,69.37000274658203,74.20999908447266,13150800
2008-02-22,70.54000091552734,72.08000183105469,69.86000061035156,72.20999908447266,12342700
2008-02-25,72.3499984741211,73.2699966430664,71.41000366210938,73.5,7858200
2008-02-26,71.91000366210938,71.69000244140625,70.27999877929688,73.5,9891300
2008-02-27,70.68000030517578,70.87000274658203,69.56999969482422,71.4800033569336,8930500
2008-02-28,70.30000305175781,67.8499984741211,67.11000061035156,70.5999984741211,13167800
2008-02-29,67.01000213623047,64.47000122070312,63.970001220703125,67.5,11664600
2008-03-03,63.59000015258789,62.43000030517578,61.20000076293945,64.48999786376953,13721100
2008-03-04,61.66999816894531,65.33999633789062,61.22999954223633,66.5999984741211,16703600
2008-03-05,65.66000366210938,64.98999786376953,63.81999969482422,66.33999633789062,11126400
2008-03-06,64.75,62.7400016784668,62.5,65.45999908447266,8343300
2008-03-07,62.20000076293945,64.08999633789062,62.0099983215332,64.87000274658203,10438100
2008-03-10,63.900001525878906,63.470001220703125,62.90999984741211,65.1500015258789,9321000
2008-03-11,65.94999694824219,67.1500015258789,63.709999084472656,67.16999816894531,9742900
2008-03-12,66.7699966430664,66.51000213623047,65.63999938964844,68.2300033569336,7748800
2008-03-13,65.11000061035156,68.31999969482422,64.37000274658203,69.55000305175781,10707500
2008-03-14,68.61000061035156,68.22000122070312,66.05999755859375,70.68000030517578,12420700
2008-03-17,65.72000122070312,66.52999877929688,64.91999816894531,67.79000091552734,9709100
2008-03-18,68.25,71.69999694824219,67.58999633789062,71.93000030517578,9550700
2008-03-19,71.0999984741211,70.16999816894531,70.16999816894531,74.0,11041900
2008-03-20,70.16999816894531,73.19000244140625,69.37999725341797,73.48999786376953,11410700
2008-03-24,73.81999969482422,75.94999694824219,72.75,76.93000030517578,9395400
2008-03-25,75.83000183105469,75.16999816894531,74.05000305175781,76.29000091552734,6327500
2008-03-26,74.13999938964844,73.80000305175781,73.23999786376953,75.12000274658203,6285100
2008-03-27,74.37000274658203,70.80000305175781,70.80000305175781,74.69000244140625,7942400
2008-03-28,71.0,69.76000213623047,69.26000213623047,72.20999908447266,5279100
2008-03-31,70.25,71.30000305175781,69.62999725341797,71.63999938964844,5470300
2008-04-01,72.98999786376953,76.69999694824219,72.76000213623047,77.08999633789062,9734000
2008-04-02,77.08000183105469,77.37000274658203,76.12000274658203,79.0,8592400
2008-04-03,75.1500015258789,74.94000244140625,73.80999755859375,76.01000213623047,8149900
2008-04-04,75.26000213623047,76.87000274658203,74.27999877929688,77.83000183105469,7152800
2008-04-07,77.36000061035156,76.9000015258789,76.0,78.43000030517578,6672400
2008-04-08,76.4000015258789,77.30000305175781,75.5,77.61000061035156,4966000
2008-04-09,76.55999755859375,74.38999938964844,73.66000366210938,76.66999816894531,6660300
2008-04-10,74.4800033569336,74.83000183105469,72.7300033569336,75.48999786376953,6255500
2008-04-11,73.83999633789062,71.98999786376953,71.62000274658203,74.30000305175781,6785600
2008-04-14,71.69999694824219,72.61000061035156,71.29000091552734,74.0,4354500
2008-04-15,72.97000122070312,72.5,70.6500015258789,73.9800033569336,6813100
2008-04-16,73.0199966430664,74.58999633789062,72.94000244140625,75.0,6746800
2008-04-17,74.18000030517578,74.04000091552734,73.61000061035156,75.0199966430664,6220000
2008-04-18,76.4800033569336,80.0999984741211,76.31999969482422,82.0,16791300
2008-04-21,80.02999877929688,80.18000030517578,79.05999755859375,81.33999633789062,9335400
2008-04-22,79.94000244140625,79.5999984741211,77.54000091552734,79.94000244140625,7245000
2008-04-23,80.30000305175781,81.0,78.73999786376953,82.63999938964844,19250400
2008-04-24,77.70999908447266,77.69000244140625,76.93000030517578,80.52999877929688,21073500
2008-04-25,77.80999755859375,80.86000061035156,77.26000213623047,81.31999969482422,9456500
2008-04-28,80.63999938964844,81.97000122070312,80.12000274658203,82.5,10991900
2008-04-29,81.41999816894531,80.73999786376953,79.86000061035156,81.7699966430664,6726400
2008-04-30,80.9000015258789,78.62999725341797,77.91999816894531,81.33999633789062,7875700
2008-05-01,78.4000015258789,79.36000061035156,77.97000122070312,80.01000213623047,7197000
2008-05-02,80.30000305175781,77.30999755859375,76.4000015258789,81.19999694824219,8154900
