Date,ftekopen,ftekclose,fteklow,ftekhigh,ftekvolume
2008-01-02,22.530000686645508,22.520000457763672,22.0,22.940000534057617,395600
2008-01-03,22.940000534057617,22.299999237060547,22.030000686645508,22.940000534057617,344100
2008-01-04,22.0,20.790000915527344,20.6299991607666,22.0,679400
2008-01-07,20.790000915527344,20.700000762939453,19.3700008392334,20.90999984741211,426600
2008-01-08,20.540000915527344,20.209999084472656,20.0,21.5,341500
2008-01-09,20.09000015258789,20.6200008392334,18.75,20.6200008392334,577300
2008-01-10,19.760000228881836,20.489999771118164,19.760000228881836,21.1200008392334,178100
2008-01-11,20.010000228881836,20.59000015258789,19.899999618530273,20.809999465942383,190900
2008-01-14,21.25,20.649999618530273,19.690000534057617,21.25,1121200
2008-01-15,20.450000762939453,19.790000915527344,19.110000610351562,20.450000762939453,293000
2008-01-16,19.40999984741211,18.190000534057617,18.110000610351562,19.65999984741211,548800
2008-01-17,18.389999389648438,17.5,17.1299991607666,18.450000762939453,377800
2008-01-18,18.0,16.459999084472656,16.25,18.1299991607666,505300
2008-01-22,14.699999809265137,16.360000610351562,14.149999618530273,17.600000381469727,719600
2008-01-23,16.290000915527344,16.739999771118164,15.25,16.979999542236328,468600
2008-01-24,16.280000686645508,18.239999771118164,16.280000686645508,18.579999923706055,609200
2008-01-25,18.75,19.1299991607666,18.559999465942383,19.399999618530273,293900
2008-01-28,19.479999542236328,19.18000030517578,18.010000228881836,19.479999542236328,276600
2008-01-29,19.399999618530273,19.079999923706055,18.75,19.399999618530273,157900
2008-01-30,18.899999618530273,18.899999618530273,18.5,19.25,165800
2008-01-31,18.600000381469727,19.040000915527344,18.600000381469727,19.479999542236328,209700
2008-02-01,19.309999465942383,19.56999969482422,18.850000381469727,19.75,233700
2008-02-04,19.75,19.5,19.149999618530273,19.75,148200
2008-02-05,19.420000076293945,18.219999313354492,18.0,19.489999771118164,260700
2008-02-06,18.559999465942383,18.040000915527344,17.75,18.739999771118164,194900
2008-02-07,17.84000015258789,17.889999389648438,17.440000534057617,18.149999618530273,376400
2008-02-08,18.110000610351562,17.68000030517578,17.469999313354492,18.25,245100
2008-02-11,17.350000381469727,17.229999542236328,16.770000457763672,18.40999984741211,393600
2008-02-12,17.700000762939453,17.030000686645508,16.540000915527344,17.989999771118164,378800
2008-02-13,17.079999923706055,17.690000534057617,16.510000228881836,18.0,409000
2008-02-14,17.940000534057617,18.43000030517578,17.559999465942383,18.93000030517578,385400
2008-02-15,18.290000915527344,17.799999237060547,17.600000381469727,18.889999389648438,343900
2008-02-19,18.06999969482422,18.15999984741211,18.06999969482422,18.690000534057617,297100
2008-02-20,18.149999618530273,18.520000457763672,17.760000228881836,18.690000534057617,171900
2008-02-21,18.979999542236328,19.600000381469727,18.979999542236328,20.399999618530273,500200
2008-02-22,19.760000228881836,20.020000457763672,19.5,20.200000762939453,300300
2008-02-25,20.06999969482422,19.860000610351562,19.6200008392334,20.06999969482422,217100
2008-02-26,19.8700008392334,19.969999313354492,19.799999237060547,21.0,310400
2008-02-27,19.649999618530273,19.8799991607666,19.59000015258789,20.31999969482422,118000
2008-02-28,19.760000228881836,20.56999969482422,19.639999389648438,20.989999771118164,247500
2008-02-29,20.520000457763672,20.06999969482422,19.5,20.81999969482422,239900
2008-03-03,20.15999984741211,19.979999542236328,19.84000015258789,20.440000534057617,223600
2008-03-04,19.729999542236328,19.56999969482422,19.3799991607666,19.920000076293945,257000
2008-03-05,17.0,18.989999771118164,16.709999084472656,18.989999771118164,1522900
2008-03-06,18.1200008392334,17.549999237060547,17.549999237060547,18.81999969482422,409100
2008-03-07,17.25,17.950000762939453,17.190000534057617,18.440000534057617,356000
2008-03-10,17.06999969482422,17.309999465942383,16.799999237060547,18.200000762939453,360100
2008-03-11,16.81999969482422,17.139999389648438,16.530000686645508,17.479999542236328,623700
2008-03-12,17.1200008392334,16.93000030517578,16.399999618530273,17.399999618530273,349000
2008-03-13,17.100000381469727,17.3700008392334,16.729999542236328,17.479999542236328,236300
2008-03-14,17.489999771118164,16.56999969482422,16.309999465942383,17.84000015258789,246500
2008-03-17,16.040000915527344,15.770000457763672,15.760000228881836,16.34000015258789,407300
2008-03-18,16.979999542236328,18.860000610351562,16.510000228881836,19.0,754900
2008-03-19,19.0,17.969999313354492,17.5,19.700000762939453,536300
2008-03-20,19.270000457763672,19.110000610351562,17.989999771118164,19.270000457763672,501400
2008-03-24,19.920000076293945,19.799999237060547,19.25,19.920000076293945,264700
2008-03-25,19.920000076293945,20.0,19.559999465942383,20.0,176200
2008-03-26,19.989999771118164,20.06999969482422,19.510000228881836,20.719999313354492,305400
2008-03-27,20.719999313354492,19.770000457763672,19.700000762939453,20.719999313354492,269400
2008-03-28,20.0,19.56999969482422,19.5,20.0,320000
2008-03-31,19.8799991607666,20.5,19.75,20.5,248400
2008-04-01,20.170000076293945,20.0,19.1299991607666,20.940000534057617,444300
2008-04-02,19.790000915527344,20.68000030517578,19.1299991607666,20.719999313354492,203500
2008-04-03,20.700000762939453,20.889999389648438,20.200000762939453,21.0,127600
2008-04-04,21.0,20.709999084472656,20.239999771118164,21.149999618530273,224000
2008-04-07,20.5,20.3799991607666,20.09000015258789,20.799999237060547,156100
2008-04-08,20.260000228881836,20.299999237060547,20.0,20.3700008392334,126700
2008-04-09,20.290000915527344,20.530000686645508,20.020000457763672,20.8799991607666,278800
2008-04-10,20.860000610351562,23.780000686645508,20.530000686645508,24.0,1121100
2008-04-11,23.270000457763672,22.469999313354492,22.309999465942383,23.469999313354492,530900
2008-04-14,22.469999313354492,23.1299991607666,22.239999771118164,23.940000534057617,504500
2008-04-15,23.43000030517578,22.739999771118164,22.450000762939453,23.610000610351562,201500
2008-04-16,23.469999313354492,23.399999618530273,23.100000381469727,24.56999969482422,534400
2008-04-17,23.540000915527344,22.90999984741211,22.719999313354492,23.889999389648438,248800
2008-04-18,23.579999923706055,23.15999984741211,22.700000762939453,23.600000381469727,248900
2008-04-21,23.59000015258789,23.959999084472656,23.100000381469727,24.079999923706055,210200
2008-04-22,25.389999389648438,24.649999618530273,24.299999237060547,25.709999084472656,945600
2008-04-23,25.0,24.59000015258789,24.459999084472656,25.450000762939453,356700
2008-04-24,24.709999084472656,24.719999313354492,24.0,24.950000762939453,223500
2008-04-25,24.8700008392334,24.510000228881836,24.030000686645508,24.8799991607666,217700
2008-04-28,25.639999389648438,25.229999542236328,24.899999618530273,25.739999771118164,538000
2008-04-29,25.549999237060547,26.299999237060547,25.309999465942383,26.68000030517578,365500
2008-04-30,26.719999313354492,25.700000762939453,25.010000228881836,27.15999984741211,713400
2008-05-01,25.700000762939453,25.700000762939453,25.059999465942383,26.079999923706055,603900
2008-05-02,25.700000762939453,24.170000076293945,24.100000381469727,25.739999771118164,503900
2008-05-05,24.170000076293945,23.3799991607666,22.520000457763672,24.3799991607666,1161400
2008-05-06,21.90999984741211,23.510000228881836,21.530000686645508,23.850000381469727,1179800
2008-05-07,22.579999923706055,22.270000457763672,22.15999984741211,23.149999618530273,574800
2008-05-08,22.719999313354492,22.5,22.260000228881836,22.93000030517578,758800
2008-05-09,22.649999618530273,22.760000228881836,22.049999237060547,23.229999542236328,432600
2008-05-12,23.309999465942383,22.68000030517578,22.0,23.309999465942383,479400
2008-05-13,22.780000686645508,23.59000015258789,22.56999969482422,23.899999618530273,285600
2008-05-14,23.479999542236328,24.030000686645508,23.479999542236328,24.43000030517578,303000
2008-05-15,24.0,23.989999771118164,23.649999618530273,24.420000076293945,175000
2008-05-16,24.1299991607666,24.260000228881836,24.1299991607666,24.6200008392334,384600
2008-05-19,24.399999618530273,24.040000915527344,23.709999084472656,24.850000381469727,630800
2008-05-20,24.260000228881836,24.25,23.649999618530273,24.790000915527344,294500
2008-05-21,24.299999237060547,23.290000915527344,23.010000228881836,24.299999237060547,423100
2008-05-22,23.0,22.799999237060547,22.149999618530273,23.5,323200
2008-05-23,22.780000686645508,22.860000610351562,22.350000381469727,23.489999771118164,210000
2008-05-27,22.93000030517578,23.1299991607666,22.510000228881836,23.200000762939453,141800
2008-05-28,23.270000457763672,23.3799991607666,22.6200008392334,23.479999542236328,334600
2008-05-29,23.350000381469727,24.459999084472656,23.049999237060547,24.920000076293945,555900
2008-05-30,24.829999923706055,25.440000534057617,24.690000534057617,26.200000762939453,504300
2008-06-02,25.450000762939453,25.59000015258789,24.75,26.010000228881836,370000
2008-06-03,25.75,25.5,25.1299991607666,25.850000381469727,247400
2008-06-04,25.15999984741211,25.899999618530273,25.110000610351562,26.25,560100
2008-06-05,25.93000030517578,25.6299991607666,25.25,25.969999313354492,613700
2008-06-06,25.489999771118164,24.780000686645508,24.299999237060547,25.579999923706055,329700
2008-06-09,25.200000762939453,24.719999313354492,23.610000610351562,25.200000762939453,511900
2008-06-10,24.34000015258789,24.1299991607666,23.829999923706055,24.700000762939453,626500
2008-06-11,24.0,22.0,21.649999618530273,24.15999984741211,817500
2008-06-12,22.100000381469727,21.209999084472656,20.75,22.489999771118164,860700
2008-06-13,21.25,21.299999237060547,19.649999618530273,21.3700008392334,690800
2008-06-16,21.5,23.0,21.389999389648438,23.209999084472656,633000
2008-06-17,22.93000030517578,22.75,21.899999618530273,22.93000030517578,762100
2008-06-18,22.1200008392334,21.8700008392334,20.719999313354492,22.25,883000
2008-06-19,21.639999389648438,21.229999542236328,20.809999465942383,22.260000228881836,291700
2008-06-20,21.469999313354492,21.030000686645508,20.799999237060547,21.950000762939453,794000
2008-06-23,21.5,21.739999771118164,21.170000076293945,22.0,520900
2008-06-24,21.700000762939453,20.649999618530273,20.639999389648438,21.729999542236328,421100
2008-06-25,20.790000915527344,20.920000076293945,20.420000076293945,21.200000762939453,678300
2008-06-26,20.940000534057617,20.0,19.420000076293945,20.940000534057617,531300
2008-06-27,19.510000228881836,18.8700008392334,18.700000762939453,19.850000381469727,480100
2008-06-30,18.969999313354492,17.6200008392334,17.549999237060547,19.43000030517578,569500
2008-07-01,17.399999618530273,18.139999389648438,17.399999618530273,18.200000762939453,1213500
2008-07-02,18.209999084472656,18.84000015258789,18.0,19.0,558100
2008-07-03,18.75,18.56999969482422,18.360000610351562,19.0,333600
2008-07-07,18.530000686645508,18.219999313354492,18.0,18.75,320400
2008-07-08,18.25,17.75,16.670000076293945,18.68000030517578,622100
2008-07-09,17.6299991607666,17.25,17.06999969482422,17.65999984741211,302900
2008-07-10,17.25,17.670000076293945,17.100000381469727,18.290000915527344,225200
2008-07-11,17.549999237060547,18.170000076293945,17.049999237060547,18.459999084472656,294600
2008-07-14,18.299999237060547,17.31999969482422,16.600000381469727,18.350000381469727,1259300
2008-07-15,16.93000030517578,15.399999618530273,15.050000190734863,16.93000030517578,937500
2008-07-16,15.399999618530273,15.75,14.520000457763672,15.979999542236328,720700
2008-07-17,15.869999885559082,15.829999923706055,15.529999732971191,16.079999923706055,447500
2008-07-18,16.1299991607666,15.609999656677246,15.100000381469727,16.1299991607666,524700
2008-07-21,15.609999656677246,15.710000038146973,15.420000076293945,15.9399995803833,244300
2008-07-22,15.569999694824219,15.920000076293945,15.5,16.139999389648438,374100
2008-07-23,16.020000457763672,16.989999771118164,15.970000267028809,17.200000762939453,842400
2008-07-24,17.489999771118164,16.479999542236328,16.110000610351562,17.75,406600
2008-07-25,16.489999771118164,16.5,16.15999984741211,16.829999923706055,327700
2008-07-28,16.389999389648438,16.549999237060547,16.290000915527344,16.75,351000
2008-07-29,16.559999465942383,16.8799991607666,16.540000915527344,17.25,413800
2008-07-30,17.06999969482422,18.200000762939453,16.809999465942383,18.239999771118164,551200
2008-07-31,18.020000457763672,18.530000686645508,17.899999618530273,18.709999084472656,581700
2008-08-01,18.600000381469727,17.56999969482422,17.260000228881836,18.600000381469727,242800
2008-08-04,17.739999771118164,17.579999923706055,17.0,18.25,331200
2008-08-05,17.799999237060547,17.8799991607666,17.770000457763672,18.450000762939453,376800
2008-08-06,17.75,17.209999084472656,16.75,17.850000381469727,488700
2008-08-07,17.43000030517578,16.829999923706055,16.75,17.450000762939453,500700
2008-08-08,17.34000015258789,15.800000190734863,15.670000076293945,17.34000015258789,793300
2008-08-11,15.329999923706055,15.640000343322754,14.899999618530273,16.0,890500
2008-08-12,15.020000457763672,15.460000038146973,15.020000457763672,16.0,613900
2008-08-13,15.420000076293945,15.579999923706055,15.069999694824219,15.760000228881836,983200
2008-08-14,15.75,18.25,15.649999618530273,18.299999237060547,799900
2008-08-15,18.229999542236328,18.420000076293945,17.579999923706055,18.75,646600
2008-08-18,18.420000076293945,18.350000381469727,17.809999465942383,18.5,819600
2008-08-19,18.200000762939453,18.68000030517578,18.049999237060547,18.899999618530273,473700
2008-08-20,18.649999618530273,19.68000030517578,18.280000686645508,19.700000762939453,574100
2008-08-21,19.489999771118164,20.420000076293945,19.110000610351562,20.84000015258789,341800
2008-08-22,20.5,21.1200008392334,20.5,21.229999542236328,311800
2008-08-25,21.0,21.649999618530273,20.799999237060547,21.959999084472656,445100
2008-08-26,21.420000076293945,20.790000915527344,20.719999313354492,22.25,394200
2008-08-27,20.8799991607666,20.40999984741211,19.530000686645508,20.959999084472656,443600
2008-08-28,20.479999542236328,19.149999618530273,18.68000030517578,20.5,374100
2008-08-29,19.010000228881836,18.34000015258789,18.219999313354492,19.010000228881836,431400
2008-09-02,18.729999542236328,18.389999389648438,18.049999237060547,18.829999923706055,262800
2008-09-03,18.25,18.979999542236328,17.940000534057617,19.059999465942383,357200
2008-09-04,18.850000381469727,18.68000030517578,18.200000762939453,18.8799991607666,532800
2008-09-05,18.489999771118164,18.290000915527344,17.889999389648438,18.639999389648438,238200
2008-09-08,18.489999771118164,18.969999313354492,18.389999389648438,21.5,426100
2008-09-09,18.969999313354492,18.25,17.540000915527344,18.969999313354492,326000
2008-09-10,18.290000915527344,18.110000610351562,17.739999771118164,18.829999923706055,449300
2008-09-11,17.809999465942383,18.719999313354492,17.040000915527344,18.75,554300
2008-09-12,18.920000076293945,18.440000534057617,17.540000915527344,18.920000076293945,401100
2008-09-15,17.780000686645508,18.190000534057617,17.540000915527344,19.020000457763672,390300
2008-09-16,17.770000457763672,18.68000030517578,17.75,18.780000686645508,403400
2008-09-17,18.389999389648438,20.43000030517578,18.09000015258789,20.850000381469727,807100
2008-09-18,20.040000915527344,23.389999389648438,20.040000915527344,24.690000534057617,1331700
2008-09-19,23.959999084472656,24.760000228881836,22.1200008392334,24.760000228881836,2461800
2008-09-22,23.84000015258789,22.709999084472656,22.100000381469727,24.219999313354492,530100
2008-09-23,22.579999923706055,21.010000228881836,20.549999237060547,22.860000610351562,506600
2008-09-24,20.989999771118164,20.59000015258789,20.030000686645508,22.139999389648438,421100
2008-09-25,20.200000762939453,19.790000915527344,19.559999465942383,20.709999084472656,213100
2008-09-26,19.030000686645508,19.25,18.600000381469727,20.170000076293945,253000
2008-09-29,18.899999618530273,16.0,16.0,19.25,371500
2008-09-30,16.829999923706055,18.09000015258789,16.799999237060547,18.290000915527344,300400
2008-10-01,18.079999923706055,18.0,17.31999969482422,18.950000762939453,237600
2008-10-02,17.8700008392334,17.719999313354492,17.600000381469727,18.149999618530273,323400
2008-10-03,17.860000610351562,17.25,17.079999923706055,18.469999313354492,222900
2008-10-06,16.43000030517578,16.329999923706055,15.130000114440918,17.5,666000
2008-10-07,16.260000228881836,15.5,15.260000228881836,16.889999389648438,488400
2008-10-08,15.289999961853027,14.619999885559082,14.25,15.979999542236328,579900
2008-10-09,14.09000015258789,11.420000076293945,11.199999809265137,14.1899995803833,1107000
2008-10-10,9.260000228881836,12.420000076293945,9.010000228881836,13.489999771118164,980000
2008-10-13,13.380000114440918,15.210000038146973,13.380000114440918,15.220000267028809,438200
2008-10-14,16.68000030517578,14.520000457763672,13.539999961853027,16.700000762939453,252800
2008-10-15,14.029999732971191,12.520000457763672,11.930000305175781,14.279999732971191,425800
2008-10-16,13.0,14.140000343322754,12.239999771118164,14.430000305175781,275300
2008-10-17,13.680000305175781,12.739999771118164,12.739999771118164,14.039999961853027,484600
2008-10-20,13.09000015258789,12.829999923706055,12.369999885559082,13.460000038146973,324700
2008-10-21,12.680000305175781,12.149999618530273,12.010000228881836,12.699999809265137,252900
2008-10-22,12.140000343322754,11.140000343322754,10.670000076293945,12.449999809265137,362400
2008-10-23,11.229999542236328,10.800000190734863,10.300000190734863,11.25,415000
2008-10-24,10.010000228881836,9.989999771118164,9.600000381469727,10.239999771118164,686100
2008-10-27,10.0,9.649999618530273,9.619999885559082,10.1899995803833,382700
2008-10-28,9.9399995803833,9.680000305175781,9.039999961853027,10.359999656677246,368400
2008-10-29,9.800000190734863,9.859999656677246,9.369999885559082,10.180000305175781,380200
2008-10-30,10.220000267028809,10.5,10.050000190734863,10.9399995803833,221300
2008-10-31,10.460000038146973,11.75,10.34000015258789,11.75,285000
2008-11-03,11.699999809265137,12.229999542236328,11.609999656677246,12.350000381469727,218900
2008-11-04,12.510000228881836,12.680000305175781,12.279999732971191,13.0,279600
2008-11-05,12.600000381469727,11.949999809265137,11.920000076293945,13.40999984741211,273000
2008-11-06,11.829999923706055,11.399999618530273,11.210000038146973,12.329999923706055,202000
2008-11-07,11.779999732971191,11.420000076293945,11.020000457763672,11.819999694824219,170100
2008-11-10,10.180000305175781,9.399999618530273,9.279999732971191,10.869999885559082,570000
2008-11-11,9.149999618530273,9.140000343322754,8.930000305175781,9.539999961853027,459800
2008-11-12,8.779999732971191,8.609999656677246,8.34000015258789,9.1899995803833,640600
2008-11-13,8.640000343322754,8.630000114440918,8.0,8.649999618530273,593800
2008-11-14,8.399999618530273,8.460000038146973,8.109999656677246,8.979999542236328,340100
2008-11-17,8.430000305175781,8.100000381469727,8.029999732971191,8.449999809265137,282300
2008-11-18,8.050000190734863,8.510000228881836,8.0,8.59000015258789,298200
2008-11-19,8.380000114440918,8.300000190734863,8.199999809265137,8.789999961853027,296400
2008-11-20,8.100000381469727,6.840000152587891,6.739999771118164,8.279999732971191,329500
2008-11-21,6.940000057220459,7.25,6.050000190734863,7.300000190734863,392100
2008-11-24,7.340000152587891,7.789999961853027,7.139999866485596,8.0,191800
2008-11-25,7.980000019073486,7.909999847412109,7.300000190734863,8.0,245900
2008-11-26,7.710000038146973,8.800000190734863,7.510000228881836,8.819999694824219,164300
